
[Expand/Collapse all sections]Expand all

Income, assets and rates of payment content

  -------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  108-05030010   Helping families provide a reasonable annual income estimate for family assistance payments
  108-05030020   Updating income estimates for the current financial year
  108-05030030   Date of event (DOV) for family assistance income estimates
  108-05030040   Updating previous financial year incomes for Family Tax Benefit (FTB), Child Care Subsidy (CCS) and Child Care Benefit (CCB)
  108-05030050   Automatic Uplift of income estimates
  108-05030070   Paid Parental Leave scheme claims income test and previous financial year income estimates
  108-05040000   Board and lodging
  108-05040010   Income from boarders and lodgers
  108-05040020   Free board and lodging
  108-05050000   Deeming provisions
  108-05050020   Deeming exemptions
  108-05050030   A-H Deeming Exemption Register
  108-05050040   I-Z Deeming Exemption Register
  108-05060000   Income streams
  108-05060010   Adding or updating an account-based income stream
  108-05060020   Adding or updating a market-linked income stream
  108-05060030   Adding or updating a lifetime income stream
  108-05060040   Adding or updating a life expectancy income stream
  108-05060050   Adding or updating a term income stream
  108-05060060   Adding or updating a defined benefit income stream
  108-05060070   Assessing income streams paid from Self-Managed Superannuation Funds (SMSFs) or Small APRA Superannuation Funds (SAFs)
  108-05060080   Assessing lifetime income streams paid from Self Managed Superannuation Funds (SMSF) or Small APRA Superannuation Funds (SAF)
  108-05060090   Assessing life expectancy income streams paid from Self Managed Superannuation Funds (SMSFs) or Small APRA Superannuation Funds (SAFs)
  108-05060110   Application to be allowed to commute all or part of an asset-test exempt income stream due to extreme financial hardship
  108-05060120   Commutation of asset-test exempt (ATE) income streams
  108-05060130   Commutation of asset-tested income streams
  108-05070000   Superannuation
  108-05070010   Assessing superannuation
  108-05070020   Assessing withdrawals from superannuation
  108-05070030   Exemptions from income and assets tests for superannuation investments
  108-06000000   Deprivation of income and assets
  108-06010000   Deprivation effects on Centrelink payments
  108-06010010   Assessing deprivation/gifting
  108-06010020   Assessing returned gifts
  108-06010030   Deprivation related to the transfer of a farm to a close relative
  108-06010040   Granny flat provisions
  108-07000000   Employment income for Centrelink assessments
  108-07010000   Assessment of employment income for Centrelink payments
  108-07010010   Recording and correcting employment income details
  108-07010030   Coding income from the Supported Wage System (SWS)
  108-07010040   Determining the Date of Event for employment income
  108-07010050   Assessing salary sacrificing/salary packaging arrangements for employment income
  108-07010070   Earnings Worksheet (SU505)
  108-07010080   Fair Entitlements Guarantee (FEG) and General Employee Entitlements and Redundancy Scheme (GEERS)
  108-07010090   Paid leave and redundancy payments (advised before 19 April 2010)
  108-07010100   Leave and termination payments paid by an employer
  108-07010110   Cessation of employment income
  108-07010130   Work Bonus and balance for pensioners of Age Pension age
  108-07010140   Assessment of employment income for Parenting Payment Partnered (PPP) customers over Age Pension age
  108-07010150   Pre 20 September 2009 assessment of employment income for customers over Age Pension age
  108-07010160   Employment income nil rate period
  108-07020000   Working Credit
  108-07020010   Accrual and depletion of working credits
  108-07020020   Working Credit and the assessment of income
  108-07020050   Working Credit screens
  108-08000000   Rates of Centrelink payments, taxation and manual assessment
  108-08020000   Pension Supplement
  108-08030000   Quarterly Supplement
  108-08030010   Suppression of quarterly supplement payment
  108-08050000   Education Entry Payment (EdEP)
  108-08060000   Pharmaceutical Allowance (PhA)
  108-08070000   Transition to Independent Living Allowance (TILA)
  108-08070010   Manual processing of Transition to Independent Living Allowance (TILA) claims
  108-08070020   Payment of Pharmaceutical Allowance (PhA)
  108-08080010   Qualification for payment of Rent Assistance (RA)
  108-08080100   Rent Assistance (RA) historical information
  108-08080110   Rent Assistance (RA) savings provisions
  108-08080130   Customers receiving Rent Assistance (RA) with their primary benefit instead of Family Tax Benefit (FTB)
  108-08100000   Telephone Allowance (TAL)
  108-08100010   Updating telephone details and/or paying Telephone Allowance (TAL)
  108-08100020   How to pay Telephone Allowance (TAL) arrears
  108-08100030   Payment of Telephone Allowance (TAL) to customers suspended or cancelled due to employment income
  108-08110000   Utilities Allowance (UA)
  108-08110010   Telstra Access for Everyone phone card program
  108-08130000   Rent Deduction Scheme (RDS) deductions
  108-08130010   Commencing a Rent Deduction Scheme (RDS) deduction
  108-08130020   Varying a Rent Deduction Scheme (RDS) deduction
  108-08130030   Terminating a Rent Deduction Scheme (RDS) deduction
  108-08130050   Rent Deduction Scheme (RDS) transaction codes
  108-08170000   Payment of arrears after reassessment
  108-08170010   How to manually calculate arrears
  108-08180000   Manual rates of payment
  108-08180010   Non NSS systems coding for manual rate of payment
  108-12020010   NSS system coding for manual rate of payment
  108-12020030   ABSTUDY system coding for manual rate of payment
  108-17031700   Maintenance Income Test (MIT) reconciliation for ABSTUDY, Assistance for Isolated Children Scheme (AIC) and Youth Allowance (YA)
  108-18092602   Recording accommodation details
  108-18092606   Rent Assistance (RA) for travellers
  108-18092609   Rent Assistance (RA) verification
  108-18092613   Rent Assistance (RA) historical and savings provision information
  108-18092616   Determining proof of rent for the Verification field on the Accommodation Details (AC) screen
  108-18092623   Manually issuing a Rent Certificate (SU523HD)
  108-18092631   Processing proof of rent for the Verification field on the Accommodation Details (AC) screen
  108-18092638   Home Ownership field on the Accommodation Details (AC) screen
  108-18092640   Sharer Status field on the Accommodation Details (AC) screen
  108-18092646   Completing the Accommodation Details (AC) screen and assessing Rent Assistance (RA)
  108-18092650   Type of Rent field on the Accommodation Details (AC) screen
  108-18092653   Net rent rules for Rent Assistance (RA)
  108-18092658   Rent Assistance (RA)
  108-18102230   Rent Assistance (RA) for care receivers
  108-19041857   Adding or updating a pooled lifetime income stream
  108-19092734   Updating shares and securities
  108-19092749   Adding shares and securities
  108-20111652   Mutual Client Register (MCR)
  108-20111656   Mutual Client Register (MCR) for Service Delivery staff
  108-20111659   Mutual Client Register (MCR) for Business Support staff
  108-22063045   Historical recording and correcting employment income details (prior to 07/12/2020)
  108-22070639   Allowances paid with employment income
  108-22070738   Single Touch Payroll (STP)
  -------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
