
[Expand/Collapse all sections]Expand all

Families content

  -------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  007-04050000   Death of a family assistance or Paid Parental Leave scheme customer
  007-04050010   Death of a family assistance or Paid Parental Leave scheme child
  007-04050020   Bereavement payment of Family Tax Benefit (FTB)
  007-04050030   Process Claim for Bereavement Payment (FA008)
  007-04050040   Processing a claim to receive the family assistance entitlement of a deceased person
  007-04060000   Eligibility for Stillborn Baby Payment (SBP)
  007-04060010   Processing claims for Stillborn Baby Payment (SBP)
  007-04070000   Death of a Double Orphan Pension (DOP) child
  007-04080000   Reviewing mutual obligation requirements for the principal carer of a dependent child
  007-04080010   Principal carer of a dependent child fails to attend compulsory participation interview
  007-04080020   The principal carer of a dependent child is unable to meet their agreed activities
  007-04080030   Conducting a Parenting Payment Single (PPS) Compulsory Participation Interview
  007-05000000   Dad and Partner Pay (DAP)
  007-05010000   Claiming Dad and Partner Pay (DAP)
  007-05020000   Assessing Dad and Partner Pay (DAP) claims
  007-05020010   Processing Dad and Partner Pay (DAP) claims
  007-05020020   Residence assessment for customers claiming Family Tax Benefit (FTB), Parental Leave Pay (PPL) and Dad and Partner Pay (DAP)
  007-05020030   Paid Parental Leave scheme Work Test
  007-05020040   Payability and delivery of Dad and Partner Pay (DAP)
  007-05020050   Not effective, rejection or withdrawal of claim for Dad and Partner Pay (DAP)
  007-05020060   Rejection and not effective codes for Dad and Partner Pay (DAP)
  007-05030000   Eligibility for Dad and Partner Pay (DAP)
  007-05040000   Reassessments for Parental Leave Pay (PPL)
  007-05040010   Employer notifies a change in circumstances for Parental Leave Pay (PPL)
  007-05040020   Customer notifies a change of circumstances for Parental Leave Pay (PPL)
  007-05040030   Change of circumstances for Dad and Partner Pay (DAP)
  007-05040040   Parental Leave Pay (PPL) customer returns to work
  007-06000000   Double Orphan Pension (DOP)
  007-06010000   Claiming Double Orphan Pension (DOP)
  007-06010010   Eligibility and coding claims for Double Orphan Pension (DOP)
  007-06010020   Double Orphan Pension (DOP) savings provisions and precluding payments
  007-06010030   Calculating the additional Double Orphan Pension (DOP) component
  007-06010040   Double Orphan Pension (DOP) claims made by Approved Care Organisations (ACOs)
  007-06020000   Cancellations, restorations and rejection codes for Double Orphan Pension (DOP)
  007-06020010   Cancellation and rejection codes for Double Orphan Pension (DOP)
  007-06020020   Cancellation of Double Orphan Pension (DOP)
  007-06020030   Restoration of Double Orphan Pension (DOP)
  007-06030000   Double Orphan Pension (DOP) reassessments and reviews
  007-07000000   Family Tax Benefit (FTB)
  007-07010000   Claiming Family Tax Benefit (FTB)
  007-07010010   Claiming payments for children entrusted to care as part of the process of adoption or surrogacy
  007-07010020   Provision of Tax File Number (TFN) for family assistance and Paid Parental Leave scheme payments
  007-07010030   Helping customers obtain a Tax File Number (TFN) for family assistance
  007-07010040   Obtaining a Tax File Number (TFN) override for family assistance customers experiencing an urgent or extreme circumstance
  007-07010050   Progress of claim - Families claims
  007-07020000   Family Tax Benefit (FTB) claims and forms
  007-07020010   Completing the Claim for Bereavement Payment (FA008)
  007-07020030   Completing the Claim for an annual lump sum payment of Family Tax Benefit for the 2021-2022 financial year (FA048)
  007-07030000   Assessing family assistance and Paid Parental Leave scheme claims
  007-07030010   Assessing special circumstances extensions for families unable to meet lodgement and other specific requirements for Family Tax Benefit (FTB) and Single Income Family Supplement (SIFS)
  007-07030020   Assessing Parental Leave Pay (PPL) claims
  007-07030030   Partner of a Family Tax Benefit (FTB) customer claims family assistance and/or Parental Leave Pay (PPL)
  007-07030050   Processing Family Tax Benefit (FTB) lump sum claims
  007-07030060   Processing Family Tax Benefit (FTB) claims from Approved Care Organisations (ACO)
  007-07030070   Determining a customer’s Paid Parental Leave (PPL) period start date
  007-07030080   Processing proof of a child's birth
  007-07030090   How to process Rent Assistance (RA) in Family Tax Benefit (FTB) lump sum claims
  007-07030100   Recording ex-partner details
  007-07030110   Reassessment of Australian Taxation Office (ATO) lump sum Family Tax Benefit (FTB) claims
  007-07030120   Reassessment of Family Tax Benefit (FTB) for a current customer where an additional child enters care in the current or previous financial year
  007-07030130   Relationship Status for Family Tax Benefit (FTB)
  007-07030140   Not effective claims or withdrawal of claim for Family Tax Benefit or Stillborn Baby Payment
  007-07030150   Rejecting a family assistance claim
  007-07030160   Not effective, rejection or withdrawal of claim for Parental Leave Pay (PPL)
  007-07030170   Exception processing of Paid Parental Leave scheme claims
  007-07030190   Information requests for FTB, PPL and DAP claims and Add Newborn activities
  007-07040000   Eligibility for Family Tax Benefit (FTB)
  007-07040010   Eligibility for Family Tax Benefit (FTB) for individuals
  007-07040020   Eligibility for Newborn Supplement (NBS) and Newborn Upfront Payment (NBU)
  007-07040030   Eligibility for Family Tax Benefit (FTB) for Approved Care Organisations (ACO)
  007-07040040   Eligibility for Family Tax Benefit (FTB) for a child in foster care
  007-07040050   Family Tax Benefit (FTB) child of a person
  007-07040060   Study requirements for Family Tax Benefit (FTB) children aged 16 years or over
  007-07040070   Change of care for Family Tax Benefit (FTB)
  007-07040080   Blended families and Family Tax Benefit (FTB)
  007-07040110   Eligibility for Family Tax Benefit (FTB) for grandparent carers
  007-07050000   Foster care
  007-07050010   Foster care and principal carers
  007-07060000   Rate of Family Tax Benefit (FTB)
  007-07060010   Annual income reviews for Family Tax Benefit (FTB) customers and their partners who are not required to lodge a tax return
  007-07060030   Mandatory continuous adjustment of Family Tax Benefit (FTB)
  007-07060040   Family Tax Benefit (FTB) child income
  007-07060050   Apportionment of income/maintenance reduction for Family Tax Benefit (FTB) Part A
  007-07060060   What to check when Family Tax Benefit (FTB) rate has changed
  007-07070000   Income tests for family assistance and Paid Parental Leave scheme payments
  007-07070010   Effect of income support entitlement on Family Tax Benefit (FTB)
  007-07070020   Calculating Family Tax Benefit (FTB) Part A (Method 1)
  007-07070030   Calculating Family Tax Benefit (FTB) Part A (Method 2)
  007-07070040   Calculating Family Tax Benefit (FTB) Part B
  007-07070050   Family Tax Benefit (FTB) dates of effect
  007-07080000   Assessment of adjusted taxable income for family assistance and Paid Parental Leave scheme payments
  007-07080010   Taxable income for family assistance and Paid Parental Leave scheme payments
  007-07080020   Assessing fringe benefits for family assistance and Paid Parental Leave scheme payments
  007-07080030   Reportable superannuation contributions from 2009-10 for family assistance and Paid Parental Leave scheme payments
  007-07080040   Total Net Investment Losses for family assistance and Paid Parental Leave scheme payments
  007-07080060   Tax-free pensions and benefits for family assistance and Paid Parental Leave scheme payments, and the Parental Income Test for Youth Allowance, ABSTUDY and Assistance for Isolated Children
  007-07080070   Recording return to work details and explaining eligibility for Family Tax Benefit (FTB) Part B quarantine
  007-07090000   Cancellation, restoration and rejection codes for Family Tax Benefit (FTB)
  007-07090010   Cancellation, rejection and Current Zero Rate codes for Family Tax Benefit (FTB)
  007-07090020   Cancellation of Family Tax Benefit (FTB)
  007-07090030   Restoration of Family Tax Benefit (FTB)
  007-07100000   Enquiry, rate and assessment explanation screens for family assistance and Paid Parental Leave scheme payments
  007-07100010   Rate explanation screens for family assistance and Paid Parental Leave scheme payments
  007-07100020   Viewing child eligibility details on the Assessment Explanation (AX) and Assessment Details (ASDT) screens
  007-07100030   FTB Additional Assessment (FTAA) screen
  007-07110000   Child in care reviews and change of circumstances for family assistance
  007-07110030   Family Tax Benefit (FTB) for children aged 16-19 years
  007-07120000   Family Tax Benefit (FTB) letters
  007-07120010   Family Tax Benefit (FTB) automatic letters
  007-07120020   Family Tax Benefit (FTB) manual letter activities
  007-07120030   Issue Family Tax Benefit (FTB) clean skin letter
  007-07130000   New Financial Year Assessments (NFYA) for Family Tax Benefit (FTB) and Child Care Subsidy (CCS)
  007-09000000   Parental Leave Pay (PPL)
  007-09010000   Claiming Parental Leave Pay (PPL)
  007-09010010   Parental Leave Pay (PPL) claim processed with incorrect nominated start date
  007-09010020   Delivery of Parental Leave Pay (PPL)
  007-09010030   Role of the employer in Parental Leave Pay (PPL)
  007-09020000   Eligibility for Parental Leave Pay (PPL)
  007-09020010   Eligibility for Parental Leave Pay (PPL) as a primary claimant
  007-09020020   Eligibility for Parental Leave Pay (PPL) as a secondary or tertiary claimant
  007-09030000   Cancellations, restorations and rejections for Parental Leave Payment (PPL)
  007-09030010   Cancellation, rejection, not effective, assessed and current zero rate codes for Parental Leave Pay (PPL)
  007-09030020   Cancellation of Parental Leave Pay (PPL)
  007-09030030   Restoration of Parental Leave Pay (PPL)
  007-10000000   Other financial assistance and services for families
  007-10010000   Single Income Family Supplement (SIFS)
  007-10010010   Initial contact by customers claiming Single Income Family Supplement (SIFS)
  007-10010020   Processing Single Income Family Supplement (SIFS) claims
  007-10010030   Cancellation, rejection and not effective codes for Single Income Family Supplement (SIFS)
  007-10020000   Economic Security Strategy (ESS) Payment for Families
  007-10030000   Education Tax Refund paid through the Tax system
  007-10060000   Helping parents return to work
  007-11000000   Reconciliation of family assistance payments
  007-11010000   Reconciliation of Family Tax Benefit (FTB)
  007-11010010   Enquiries about Family Tax Benefit (FTB) reconciliation or lump sum claim
  007-11010020   Family Tax Benefit (FTB) reconciliation or lump sum claim pending
  007-11010030   Family Tax Benefit (FTB) Part A and Part B supplements
  007-11010040   Immunisation requirements for Family Tax Benefit (FTB) Part A supplement for financial years 2012-13 to 2017-18
  007-11010050   Healthy Start for School (HSFS) requirements for financial years 2011-12 to 2017-18
  007-11010060   Family Tax Benefit (FTB) Part B quarantine and the reconciliation process
  007-11010070   Family Tax Benefit (FTB) Part B quarantine and lump sum claims
  007-11010080   Recording not required to lodge advice and previous year income
  007-11010090   Previous partners and Family Tax Benefit (FTB) and Child Care Benefit (CCB) reconciliation
  007-11010100   Assessment of income cancellation periods in Family Tax Benefit (FTB) reconciliation
  007-11010110   Non-lodger and late lodger process for Family Tax Benefit (FTB) reconciliation
  007-11010120   Prohibition of Family Tax Benefit Instalment Payments (PIP)
  007-11010130   Deferral of Prohibition of Family Tax Benefit Instalment Payments (PIP)
  007-11010140   Cancellation of Family Tax Benefit Instalment Payments due to 3 or more non-lodger decisions (Sunset Clause)
  007-11010150   Non-payment of Family Tax Benefit (FTB) instalment payments to zero entitlement customers
  007-11010160   Assessing and recording exemptions from the non-payment of Family Tax Benefit (FTB) instalment payments to zero entitlement customers
  007-11010170   Family Tax benefit (FTB) bereavement payments and the reconciliation process
  007-11010180   Re-reconciliation of Family Tax Benefit (FTB)
  007-11020000   Reconciliation of Child Care Benefit (CCB) for approved care
  007-11020010   Child Care Benefit (CCB) reconciliation or lump sum claim pending
  007-11020020   Re-reconciliation of Child Care Benefit (CCB)
  007-11030000   Australian Taxation Office (ATO) information not received for family assistance reconciliation or lump sum claim
  007-11040000   Returned payments and their effect on family assistance reconciliation
  007-11060000   Debt offsetting during family assistance reassessment, reconciliation and claim processing
  007-11070000   Family assistance reconciliation and lump sum claim screens
  007-11070010   Family Tax Benefit (FTB) reconciliation and lump sum claim calculation screens
  007-11070020   Child Care Benefit (CCB) reconciliation and lump sum claim calculation screens
  007-11070030   Manual Interventions screens
  007-11070040   Australian Taxation Office (ATO) lump sum Family Tax Benefit (FTB) claim screens
  007-11080000   Manual intervention into family assistance reconciliation
  007-11080010   Manual intervention where Australian Taxation Office (ATO) cancels Notice of Assessment (NOA)
  007-11080020   Manual intervention to process Child Care payments where a security notice is issued to a customer receiving both Family Tax Benefit (FTB) and child care payments
  007-11090000   Customer enquires about reconciliation overpayment
  007-11090010   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to estimated income
  007-11090030   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to shared care
  007-11090040   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to blended family percentage
  007-11090050   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to child income
  007-11090060   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to child leaving care
  007-11090070   Customer enquires about Child Care Benefit (CCB) and/or Child Care Rebate (CCR) reconciliation or lump sum claim outcome
  007-11090080   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to Centrelink lump sum claim
  007-13000000   Parenting, family assistance and Parental Leave Pay (PPL) reviews
  007-13010000   Family Tax Benefit (FTB) reviews
  007-13010020   Partner Tax File Number review
  007-13010040   Direct credit exemption reconsideration (DCR) review
  007-13010050   Absence from Australia review for Family Tax Benefit (FTB)
  007-13010060   Immunisation reviews and reminders for Family Tax Benefit (FTB)
  007-13020000   Mutual Customer Identification (MCI) for family assistance
  007-13020010   Mutual Customer Identification (MCI) process for family assistance customers
  007-13020030   Mutual Customer Identification (MCI) results for family assistance customer mismatches
  007-13020040   Mutual Customer identification (MCI) for family assistance customers with status of Centrelink Pending (CPN)
  007-13030000   Parental Leave Pay (PPL) employer assisted dispute resolution
  007-13030010   Assisted dispute resolution for employer obligations for Parental Leave Pay (PPL)
  007-13030020   Assisted dispute resolution for employer determination for Parental Leave Pay (PPL)
  007-13040000   Processing Manual Follow-ups (MFU) for Families
  007-17022800   Families and Child Care (FCC) processing principles
  007-17042800   Resumption of JobSeeker Payment, Youth Allowance, Parenting Payment, Farm Household Allowance or Austudy after Parental Leave Pay (PPL) or Dad and Partner Pay (DAP)
  007-17092600   Manual processing of Family Tax Benefit (FTB) claims in Customer First
  007-17100602   Pre-processing checks for standalone and combined claims for family assistance and/or Paid Parental Leave payments
  007-17100603   Processing standalone and combined claims for family assistance and/or Paid Parental Leave scheme payments
  007-17103100   Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17103101   Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS) claims
  007-17103102   Claiming Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17103105   Exemption from providing Tax File Numbers when claiming Child Care Subsidy (CCS)
  007-17103108   Eligibility for Child Care Subsidy (CCS)
  007-17103109   Immunisation requirements for Child Care Subsidy (CCS)
  007-17103110   Updating school status, and assessing age exemptions for Child Care Subsidy (CCS)
  007-17103111   Residence assessment for customers claiming Child Care Subsidy (CCS)
  007-17103113   Entitlement for Child Care Subsidy (CCS)
  007-17103114   Combined family income for Child Care Subsidy (CCS)
  007-17103115   Activity Test for Child Care Subsidy (CCS)
  007-17103116   Coding Activity Test details for Child Care Subsidy (CCS)
  007-17103117   Enrolment requirements for Child Care Subsidy (CCS)
  007-17103119   In Home Care (IHC) for Child Care Subsidy (CCS)
  007-17103120   Processing Additional Child Care Subsidy (ACCS) (Temporary Financial Hardship) applications
  007-17103124   Child Care Subsidy (CCS) payments and adjustments
  007-17103126   Child Care Subsidy (CCS) withholdings
  007-17103127   Add child claim for Child Care Subsidy (CCS)
  007-17103130   Cancellation of Child Care Subsidy (CCS)
  007-17103134   Absences for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17103135   Child Care Subsidy (CCS) claims processing
  007-17103136   Processing Child Care Subsidy (CCS) claims
  007-17103142   Processing Additional Child Care Subsidy (ACCS) (child wellbeing) determinations
  007-17103143   Changes in circumstances and date of effect for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17103144   Exceptional circumstances for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17103145   Roles and responsibilities in the administration of Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17103146   Deemed refusals for Additional Child Care Subsidy (ACCS)
  007-17103147   Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS) - Viewing attendance reports
  007-17103148   Additional Child Care Subsidy (ACCS) (Transition to Work)
  007-17103149   Additional Child Care Subsidy (ACCS) (Transition to Work) eligibility and applications
  007-17103150   Processing Additional Child Care Subsidy (ACCS) (Transition to Work) applications
  007-17103151   Additional Child Care Subsidy (ACCS) (Transition to work) approved activities and time limit
  007-17103153   Additional Child Care Subsidy (ACCS) (Grandparent)
  007-17103154   Additional Child Care Subsidy (ACCS) (child wellbeing)
  007-17103155   Additional Child Care Subsidy (ACCS) (Grandparent) eligibility and applications
  007-17103156   Processing Additional Child Care Subsidy (ACCS) (Grandparent) applications
  007-17103157   Additional Child Care Subsidy (ACCS) (Temporary Financial Hardship)
  007-17103158   Additional Child Care Subsidy (ACCS) (Temporary Financial Hardship) eligibility and applications
  007-17103159   Additional Child Care Subsidy (ACCS) (Child Wellbeing) certificates
  007-17103160   Transition arrangements for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-17110600   Immunisation requirements
  007-17110601   Immunisation for Family Tax Benefit (FTB)
  007-18041200   Transfer from Parenting Payment Single (PPS) to Parenting Payment Partnered (PPP)
  007-18041300   Manual intervention due to large arrears, large debts and the provision of actual income by the Australian Taxation Office (ATO)
  007-18041301   Manual intervention due to a manual or special adjustment in Family Tax Benefit (FTB) reconciliation
  007-18041302   Transfer from Parenting Payment Partnered (PPP) to Parenting Payment Single (PPS)
  007-18043001   Healthy Start for School (HSFS) requirements from 1 July 2018
  007-18043002   Immunisation requirements for Family Tax Benefit (FTB) Part A from 1 July 2018
  007-18110804   Transferring debts from customers to child care services pre 2 July 2018
  007-19012356   Manual intervention due to incorrect immunisation data or a multiple record impacting Family Tax Benefit (FTB) reconciliation
  007-19021400   Additional Child Care Subsidy (ACCS) (Child Wellbeing) review and appeals
  007-19022123   Reconciliation of Child Care Subsidy (CCS)
  007-19022134   Child Care Subsidy (CCS) overpayments arising from reconciliation
  007-19022136   Customer enquires about Child Care Subsidy (CCS) reconciliation outcome
  007-19022145   Manual intervention for Child Care Subsidy (CCS) reconciliation
  007-19070952   Additional Child Care Subsidy (ACCS) (Transition to Work) change in circumstances and reviews
  007-19082022   Processing Parenting Payment (PP) claims
  007-19121049   Manual intervention (MIV) due to blended family rules or death impacting Family Tax Benefit (FTB) reconciliation
  007-19121057   Manual intervention due to manual rates, adjustments and forced manual Family Tax Benefit (FTB) reconciliation
  007-20022042   Apportioning hours of Child Care Subsidy (CCS)
  007-20030331   Reassessment of claims for Parental Leave Pay (PPL) due to Flexible Paid Parental Leave changes
  007-20030334   Claiming and managing Flexible Paid Parental Leave (PPL) days
  007-20031136   Reviewing assessment outcomes for Child Care Subsidy (CCS)
  007-20060228   Cancellation, rejection and not effective codes for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS)
  007-20090908   What to check when Child Care Subsidy (CCS) rate has changed
  007-20092855   Family Tax Benefit (FTB) and income support payment new claim processing interactions
  007-21120113   Non New Claim Activities for Families and Child Care
  007-22111010   ’Douglas decision’ impacts for family assistance customers
  007-22112820   Paid Parental Leave scheme child leaves customer's care/custody
  -------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
