
[Expand/Collapse all sections]Expand all

Separated parents content

  -------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  277-08070000   International Disbursements - foreign cheque payments in
  277-08090000   International Disbursements - Check transmittals being sent to NZ (CS)
  277-08100000   International Disbursements - disbursements of less than AUD$50
  277-08110000   International Disbursements - Downward adjustments of payments (NZ IN) (CS)
  277-08120000   International Disbursements - Invalid NZ payee addresses
  277-08130000   International Disbursements - Master Address Register, WIRE/EFT and Country Specific Payment templates
  277-08140000   International Disbursements - Refunds and issue of excess cash
  277-08150000   International Disbursements - stale and unpresented cheques
  277-08170010   New Zealand Case Management - Exchange of Information from Inland Revenue, New Zealand (NZIR) to Child Support Daily required tasks
  277-08170020   New Zealand Case Management - Exchange of Information – Inland Revenue, New Zealand (NZIR) to Child Support - Weekly required tasks
  277-08170030   New Zealand Case Management - Exchange of Information – Inland Revenue, New Zealand (NZIR) to Child Support - Annually required tasks
  277-08180000   New Zealand 'In' case management - Registrations between Inland Revenue, New Zealand and Child Support
  277-08180020   New Zealand 'In' case management - Registrations between NZIR and Child Support – Receiving and Registering case
  277-08180030   How to finalise a registration and contact customers following a request from Inland Revenue, New Zealand (NZIR).
  277-08190010   New Zealand Case Management (NZ In Case) – Inland Revenue, New Zealand (NZIR) to Child Support - Identifying Process Method Amended Certificate
  277-08190020   New Zealand Case Management (NZ In Case) - Processing Amended Certificate
  277-08210000   New Zealand Case Management - Withdrawals and Returns to NZIR from Child Support
  277-08220000   New Zealand Case Management – Summary of Exchange of Information from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08230000   New Zealand Case Management (NZ Out Case) - Amended Certificates sent from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08240000   New Zealand Case Management (NZ Out Case) - Customer Location Requests from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08250000   New Zealand Case Management - Daily Exchange Spreadsheet Child Support to NZIR
  277-08250010   New Zealand Case Management (NZ Out Case) – Enforcement Update Requests sent from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08250020   New Zealand Case Management (NZ In Case) – Requests for Amended Certificate sent from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08250030   New Zealand Case Management (NZ In Case) – General Withdrawal Request sent from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08260000   New Zealand Case Management (NZ Out Case) – Requesting an Income from Inland Revenue, New Zealand (NZIR) for Child Support
  277-08270000   Phone Exchange of Information between Child Support and Inland Revenue, New Zealand (NZIR)
  277-08280000   New Zealand Case Management (NZ Out Case) - Transmittal from Child Support to Inland Revenue, New Zealand (NZIR)
  277-08290000   New Zealand Case Management (NZ Out Case) - Withdrawals and Returns of NZ OUT Cases from Inland Revenue, New Zealand (NZIR) to Child Support
  277-08300000   Obsolete Child Support entries
  277-08310000   Residency decisions for Child Support customers
  277-08310010   Residency referrals for Child Support customers - Domestic Service Officer
  277-08310020   Residency decisions for Child Support customers - Specialist Service Officer
  277-08320010   Transmittal of Child Support information (excluding New Zealand) - Transmittal referral and decision to transmit
  277-08320020   Transmittal of Child Support information (excluding New Zealand) - Contact customers and issue documents
  277-08320030   Transmittal of Child Support information (excluding New Zealand) - Prepare case for transmittal
  277-08320040   Transmittal of Child Support Information (excluding New Zealand) - Post transmittal
  277-09000000   Issue Resolution (CS)
  277-09020010   Written Complaints received - Child Support
  277-09020020   Level 1 complaints - Child Support
  277-09020030   Level 2 complaints - Child Support
  277-09020060   Recording Child Support complaints and compliments in Cuba
  277-09030000   Correcting errors on Child Support cases
  277-09030010   Correcting a simple Child Support error
  277-09030020   Correcting a complex Child Support error
  277-09030030   Correcting a duplicate Child Support customer record
  277-09040000   Parliamentarian complaints regarding Child Support customers
  277-09050000   Ministerial complaints about Child Support customers
  277-09060000   Ombudsman complaints regarding Child Support customers
  277-09100000   Possible tax evasion by Child Support customers (individuals and business)
  277-09130000   Policy advice escalation process (CS)
  277-09140000   Technical support in Child Support
  277-09160000   Solutions Gateway Team
  277-09170000   Child Support Objections
  277-09170010   Care objections
  277-09170020   Review objection
  277-09170040   Gather evidence relating to Child Support objection
  277-09170050   Make decision and finalise Child Support objection
  277-09170060   Child Support objection received out of time – Extension of time and Special Circumstance application
  277-09170070   Summary disallow of Child Support Part 6A objections
  277-09180000   Administrative Appeals Tribunal (AAT) applications against Child Support decisions
  277-09180010   Administrative Appeals Tribunal (AAT) applications against Child Support objection decisions
  277-09180020   Extension of time (EOT) review lodged against Child Support decisions
  277-09180030   Management of files sent to the Administrative Appeals Tribunal (AAT) (CS)
  277-09180040   Administrative Appeals Tribunal (AAT) submissions and requests for additional information from Child Support
  277-09180050   Processing Administrative Appeals Tribunal (AAT) hearing details and additional documents (CS)
  277-09180060   Administrative Appeals Tribunal (AAT) review dismissed or withdrawn (CS)
  277-09180070   Processing an Administrative Appeals Tribunal (AAT) decision (CS)
  277-09190000   Open exchange of information for Child Support customers
  277-10000000   Registrations (CS)
  277-17091400   External Complaints - Child Support investigations
  277-17091500   Executive correspondence about Child Support customers
  277-17102600   Exceptions to the income date of effect rules in certain circumstances
  277-18020500   Requests from overseas authorities to end collection of a registered maintenance liability (excluding New Zealand)
  277-18030100   Managing changes affecting a Child Support agreement
  277-18030101   WA Ex-nuptial child support cases - Payee ceases to be an eligible carer with no terminating event and the agreement still applies – pre 15 May 2019
  277-18052400   WA Ex-nuptial child support cases - Integrated Care
  277-18052401   WA Ex-nuptial child support cases - Integrated care - Recording care details
  277-18052500   WA Ex-nuptial child support cases - Integrated care - Disputed care
  277-18052501   WA Ex-nuptial child support cases - Change in child support care levels (post 1 July 2010)
  277-18052502   WA Ex-nuptial child support cases - Integrated Care - Recording care determination
  277-18052503   WA Ex-nuptial child support cases - Care Cuba Process Help
  277-18061325   WA Ex-nuptial child support cases - Child Support overpayments and other payee debts
  277-18061448   WA Ex-nuptial child support cases - Recovery of child support debts by payees in court
  277-18061455   Suspending or ending a Child Support agreement due to care
  277-18061529   WA Ex-nuptial child support cases - Ending a Child Support assessment
  277-18061544   WA Ex-nuptial child support cases - Section 107 and Section 143 orders for Child Support customers
  277-18061556   WA Ex-nuptial child support cases - Section 143 order received by Child Support
  277-18062240   WA Ex-nuptial child support cases - Notification of change in child support care (post 1 July 2010)
  277-18062611   WA Ex-nuptial child support cases - Terminating events (Stage 2) (CS)
  277-18062825   WA Ex-nuptial child support cases - Negotiating a child support debt repayment and payee payment arrangement defaults
  277-18062923   WA Ex-nuptial child support cases - Overpayments and payee debt
  277-19041133   Parent Support Team
  277-19043010   Create and manage Child Support online accounts in Pluto
  277-19060619   Customer referrals and forms in Pluto
  277-19061048   UNCRAM applications for establishment of an overseas maintenance liability
  277-19061108   Applications for a child support assessment
  277-19061110   Application for assessment - online and written applications
  277-19061112   Application for assessment - phone
  277-19061114   Application for assessment - non-parent carer
  277-19061115   Application for assessment - contact other party
  277-19061119   Application for assessment - record a decision and finalise
  277-19061125   Application for assessment - search for and create a customer record
  277-19061127   Add a child or relevant dependent child to an application for assessment in Pluto
  277-19061138   Unlink a record from an application for assessment in Pluto
  277-19061144   Application for assessment - Conversation guide
  277-19070242   Initial Estimate in Pluto
  277-19070503   Income Tax Declaration in Pluto
  277-19070505   Manual letters in Pluto
  277-19070558   Income determination in Pluto
  277-19091104   Payment options in Child Support
  277-19091604   Applying a special recovery condition in Pluto and Cuba
  277-19092517   Documentation in Pluto and Cuba
  277-19093005   Establish Employer withholding in Pluto
  277-19093009   Employer withholding (EW) not to apply in Pluto
  277-19100230   Update customer details in Pluto
  277-19100926   Negotiate payment arrangement in Pluto
  277-19101811   Residency decision in Pluto
  277-19121322   Manage interactions in Pluto
  277-19121653   Viewing and searching correspondence in Pluto
  277-20030558   Referring overseas maintenance and paternity matters to the Attorney-General’s Department
  277-21111715   Child support periods (CS Period)
  277-22021512   Confirmation of death for Child Support customers
  277-22021514   Customer contact following a death notification
  277-22021547   Processing guide for deceased customer letters
  277-22021549   Child support notification of death - Customer First processing (LPD Coding)
  277-22072156   Child Support customers impacted by emergency events
  277-30000000   Cuba Help (CS)
  277-30010000   Cuba Process
  277-30010010   Act of Grace Cuba Process Help
  277-30010020   Accounting Cuba Process Help
  277-30010030   Agreements Cuba Process Help
  277-30010040   Assessments Cuba Process Help
  277-30010050   Bankruptcy Cuba Process Help
  277-30010060   Care Cuba Process Help
  277-30010080   Cash reconciliation Cuba Process Help
  277-30010090   Centrelink deductions Cuba Process Help
  277-30010100   Change of Assessment Cuba Process Help
  277-30010110   Child over eighteen Cuba Process Help
  277-30010120   Child Support Period Management Cuba Process Help
  277-30010130   Compensation Cuba Process Help
  277-30010140   Complaints handling Cuba Process Help
  277-30010150   Consolidated revenue debt Cuba Process Help
  277-30010160   Correspondence Cuba Process Help
  277-30010170   Costs and fines Cuba Process Help
  277-30010180   Overall non-care period - non-enforcement Cuba Process Help
  277-30010190   Customer benefits Cuba Process Help
  277-30010200   Customer receipt number Cuba Process Help
  277-30010210   Customer records Cuba Process Help
  277-30010220   Customer representative Cuba Process Help
  277-30010230   Solutions Gateway Team (SGT) Cuba Process Help
  277-30010240   Debt offset Cuba Process Help
  277-30010250   Deceased customer management Cuba Process Help
  277-30010260   Departure Prohibition Orders Cuba Process Help
  277-30010270   Discharge arrears Cuba Process Help
  277-30010280   Discharge irrecoverable debt Cuba Process Help
  277-30010290   Disbursement Cuba Process Help
  277-30010300   Documentation Cuba Process Help
  277-30010310   Eligibility Cuba Process Help
  277-30010320   Liquidation Cuba Process Help
  277-30010330   Estimates Cuba Process Help
  277-30010340   Fixed annual rate (FAR) not to apply Cuba Process Help
  277-30010360   Income Cuba Process Help
  277-30010370   Application for collection Cuba Process Help
  277-30010380   Intray management Cuba Process Help
  277-30010390   IVR Maintenance Cuba Process Help
  277-30010400   Letters Cuba Process Help
  277-30010420   Non Agency Payments (NAP) Cuba Process Help
  277-30010430   Non pursuit of debt Cuba Process Help
  277-30010440   Objections Cuba Process Help
  277-30010450   Overpayments Cuba Process Help
  277-30010460   Payment arrangements Cuba Process Help
  277-30010470   Penalties Cuba Process help
  277-30010480   Personalised Services Cuba Process Help
  277-30010490   Post Separation Income (PSI) Cuba Process Help
  277-30010500   Privacy incidents Cuba Process Help
  277-30010510   Products and services Cuba Process Help
  277-30010520   Reassign a payment Cuba Process Help
  277-30010530   Reduce a Minimum Annual Rate (MAR) to nil Cuba Process Help
  277-30010540   Refunds Cuba Process Help
  277-30010550   Relationship Cuba Process Help
  277-30010560   Reverse cases Cuba Process Help
  277-30010570   Section 120/161 notice Cuba Process Help
  277-30010580   Section 72A, 72B and 72C notices Cuba Process Help
  277-30010590   Sensitive issue management Cuba Process Help
  277-30010600   Specialised Client Services (SCS) information Cuba Process Help
  277-30010610   Suspense account management Cuba Process Help
  277-30010620   Technical support Cuba Process Help
  277-30010630   Transfer or lock a customer Cuba Process Help
  277-30010640   Tax Refund Intercept Process (TRIP) Cuba Process Help
  277-30010650   Waiver Cuba Process Help
  277-30010660   Care intrays Cuba Process Help
  277-30010670   How to reconcile, create, unsubmit and adjust an Employer Reconciliation Report.
  277-30010680   Employer withholding (linking) Cuba Process Help
  277-30010690   Maintain Employer/Organisation Record Cuba Process Help
  277-30010700   Organisation contacts Cuba Process Help
  277-30010710   Organisation payment arrangements Cuba Process Help
  277-30010720   Reconcile section 72A payments (from manual or non STP employers) Cuba Process Help
  277-30010730   Elections for Employer Withholding (EW) not to apply Cuba Process Help
  277-30010740   International penalties Cuba Process Help
  277-30010750   International transmittals Cuba Process Help
  277-30010760   Request report Cuba Process Help
  277-30010770   Residency Cuba Process Help
  277-30010780   Low Income Non- Enforcement Period (LINE) Cuba Process Help
  277-30010790   Opt out election Cuba Process Help
  277-30010800   CSAOnline accounts Cuba Process Help
  277-30010810   CSAOnline secure message Cuba Process Help
  277-30010820   Debt enforcement Cuba Process Help
  277-50000000   Initial contact and identification of services for recently separated parents
  277-50010000   Identifying a package of services for customers recently separated or divorced
  277-50020000   Initial contact by customer claiming child support
  277-50040000   Claims for Family Tax Benefit (FTB) for recently separated customers
  277-50070020   Assessment of circumstances for a couple separated due to illness
  277-50080000   Change in relationship status from partnered to single
  277-50080050   Family Tax Benefit (FTB) and/or Child Care Subsidy (CCS) customer separates
  277-51000000   Administering the Maintenance Action Test (MAT) and Maintenance Income Test (MIT) for Family Tax Benefit (FTB)
  277-51010000   Helping customers apply for child support through Centrelink
  277-51010010   Applications for child support assessment through Centrelink
  277-51010020   Centrelink action on proving parentage for child support
  277-51010030   Parent advises Centrelink they want to pay child support
  277-51010040   Centrelink action when an application for child support assessment is rejected by Child Support
  277-51020000   The Child Support Scheme information for Centrelink
  277-51020010   Who can apply for child support?
  277-51020030   Child support deductions from income support payments
  277-51030000   Private collection information for Centrelink staff
  277-51030010   Recording private maintenance income on Centrelink systems
  277-51040000   Child Support collection information for Centrelink staff
  277-51040010   Applying for Child Support collection and effect on Family Tax Benefit (FTB)
  277-51040020   Centrelink action for Child Support Prescribed Income Test for a Stage 1 customer
  277-51040030   Centrelink action when a Child Support collection customer is owed or receives child support arrears
  277-51040040   Child support debt recovery from Family Tax Benefit (FTB)
  277-51050000   How to group children on a customer's Family Tax Benefit (FTB) record
  277-51060000   Where to find child support information on Centrelink systems
  277-51060010   Finding old FAM (pre July 2000) maintenance information on Centrelink systems
  277-51070000   Maintenance Action Test (MAT) for Family Tax Benefit (FTB) customers
  277-51070010   Recording information from Details of your child support (FA003)
  277-51070020   Recording child support details for a previous year Family Tax Benefit (FTB) claim in Customer First
  277-51070030   Maintenance Action Test (MAT) codes
  277-51070040   Family Tax Benefit (FTB) and child support for children born as a result of a surrogacy arrangement or via artificial conception procedure (including children of same-sex couples)
  277-51070050   Family Tax Benefit (FTB) customers with court order or a court registered agreement
  277-51070060   Family Tax Benefit (FTB) customer not receiving full child support entitlement privately
  277-51070070   Customer cannot make private arrangement for Stage 1 child - Maintenance Action Test (MAT)
  277-51070080   Maintenance Action Test (MAT) for customers with shared care
  277-51070090   Exemptions from seeking child support for Family Tax Benefit (FTB) customers
  277-51070100   Backdating a Maintenance Action Test (MAT) exemption to take action to receive child support prior to 1 July of the previous financial year
  277-51070110   Referrals to legal advice for action to obtain child support to satisfy the Maintenance Action Test (MAT)
  277-51070120   Increasing Family Tax Benefit (FTB) Part A after action has been taken to obtain child support
  277-51070130   Action to obtain child support when the paying parent is overseas - Maintenance Action Test (MAT)
  277-51070140   Checking reasonable action has been taken to obtain child support for Family Tax Benefit (FTB) past period claims
  277-51080000   Maintenance Income Test (MIT) for Family Tax Benefit (FTB)
  277-51080010   Determining if a payment is child support/maintenance income for Family Tax Benefit (FTB)
  277-51080020   Family Tax Benefit (FTB) customer receives spousal maintenance
  277-51080030   Modified Entitlement Method
  277-51080040   Relevant period for maintenance for Maintenance Income Test (MIT)
  277-51080050   Entitlement Method
  277-51080060   Disbursement Method
  277-51090000   Child support agreements and Family Tax Benefit (FTB)
  277-51090010   Family Tax Benefit (FTB) customer wants to register a child support agreement
  277-51100000   Non-cash maintenance income assessment for Family Tax Benefit (FTB)
  277-51100010   Maintenance income: accommodation expenses
  277-51100020   Maintenance income: motor vehicle expenses
  277-51100030   Maintenance income: health expenses
  277-51100040   Maintenance income: loan repayments
  277-51100050   Maintenance income: trusts
  277-51110000   Assessing capitalised maintenance income for Family Tax Benefit (FTB)
  277-51120000   Assessing child support received for child disability expenses for Family Tax Benefit (FTB)
  277-51130000   Ongoing contact and child support assessment for Family Tax Benefit (FTB)
  277-51130010   Retrospective child support assessments and Family Tax Benefit (FTB)
  277-51130020   Amending maintenance income details on the Override Maintenance Income (MNOI) screen
  277-51130030   Action required when Family Tax Benefit (FTB) customer no longer entitled to child support
  277-51130050   Effect on Family Tax Benefit (FTB) where the customer elects to suspend or end a child support assessment
  277-51130080   Changing from Child Support collection to private collection: effect on Family Tax Benefit (FTB)
  277-51130090   Child Support collection customer wants to change assessment method: effect on Family Tax Benefit (FTB)
  277-51130100   Child Support collection customer advises Centrelink of direct payments from paying parent (non-agency payments)
  277-51130110   Transfer of information between Centrelink and Child Support
  277-51130120   Child Support data has not loaded onto or is incorrectly affecting customer's record
  277-51140000   Completing child support forms with Centrelink
  277-51140010   Completing the Details of your child support (FA003)
  277-51140030   Completing the Ending a child support assessment (CS1671)
  277-51140040   Completing the Child Support Statutory Declarations (CS4649 and CS4648)
  277-51150000   Mutual customer matching with Child Support
  277-51150010   Linking and unlinking a child support paying parent to a Family Tax Benefit record
  277-51150020   Matching a child support child between Centrelink and Child Support
  277-51160000   Child support Manual Follow-up (MFU) activities and automatic reviews
  277-51160010   Completing child support Manual Follow-ups (MFUs)
  277-51170000   Alignment of Care Manual Follow-up (MFU) activities
  277-51190000   Maintenance reconciliation for Family Tax Benefit (FTB)
  277-51190010   Maintenance Income Credit (MIC)
  277-51190020   Calculating and recording the Maintenance Income Credit (MIC) for Family Tax Benefit (FTB) lump sum claims
  277-51190030   Explaining Family Tax Benefit (FTB) reconciliation overpayments due to child support issues
  -------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
