  File Name      Title
  110-08040020   Notification provisions for Family Tax Benefit (FTB) and Child Care Subsidy (CCS)
  110-08040030   Notification period extensions granted by the Secretary
  110-08040040   28 day rule for Centrelink International Services (CIS) customers
  110-08040050   28 day rule for bereavement
  110-08040060   Disability notification issues
  110-08040070   Carer notification issues
  110-09000000   Data matching
  110-09010000   Information for Service Delivery and Smart Centres about Compliance Intervention Processes
  110-09020000   Accelerated Claimant Matching (ACM) System
  110-09020010   Accessing and navigating the Accelerated Claimant Matching (ACM) system
  110-09020020   Selections and matching triggers for Accelerated Claimant Matching (ACM) reviews
  110-09050000   Defence Housing Authority (DHA) interventions
  110-09110000   Report Suspected Fraud and Corruption
  110-09110040   Initial processing of reports of suspected fraud and corruption
  110-09110100   Identity fraud
  110-10000000   Payment Accuracy Reviews (PAR)
  110-10010000   Arranging access to the Integrated Review System (IRS) and the Random Review Results System (RRRS) for Payment Accuracy Reviews (PAR)
  110-10010010   Locating Payment Accuracy Reviews (PAR) within the Integrated Review System (IRS)
  110-10010020   Locating Payment Accuracy Reviews (PAR) in the Random Review Results System (RRRS)
  110-10020000   Tasks to be undertaken prior to commencement of a new Trimester for Payment Accuracy Reviews (PAR) interviews
  110-10020010   Arranging replacement reviews and transfers for Payment Accuracy Reviews (PAR)
  110-10020020   Examining records in preparation for Payment Accuracy Reviews (PAR) interviews
  110-10020030   Arranging Payment Accuracy Reviews (PAR) interviews
  110-10020040   Determining interview and module requirements for partners of customers selected for Payment Accuracy Reviews (PAR)
  110-10030000   Payment Accuracy Reviews (PAR) interviews and Intensive Desktop Reviews (IDR)
  110-10030010   Conducting face-to-face interviews for Payment Accuracy Reviews (PAR) in a service centre
  110-10030020   Payment Accuracy Reviews (PAR) for Family Tax Benefit (FTB) conducted by telephone
  110-10030030   Requesting and conducting Payment Accuracy Reviews (PAR) telephone interviews for payments other than Family Tax Benefit (FTB)
  110-10030040   Requesting and conducting an Intensive Desktop Review (IDR) for Payment Accuracy Reviews (PAR)
  110-10030050   Recording information, scanning review packages to the customer's record and destruction of packages for Payment Accuracy Reviews (PAR)
  110-10030070   Failure to attend a Payment Accuracy Reviews (PAR) interview
  110-10040000   The Quality Process for Payment Accuracy Reviews (PAR)
  110-10040010   Quality checking of Payment Accuracy Reviews (PAR)
  110-10040020   Quality Assurance (QA) of Payment Accuracy Reviews (PAR)
  110-10040030   External Validation (EV) of Payment Accuracy Reviews (PAR)
  110-10040040   Payment Accuracy Reviews (PAR) reports
  110-11010000   Planning, commencement and critical decision recording for fraud investigations
  110-11010010   Receipt of case
  110-11010020   Creating or reviewing the investigation plan
  110-11010030   Critical case reporting
  110-11010040   Critical decision recording
  110-11020000   Prosecutions
  110-11020010   Liaison with the Commonwealth Director of Public Prosecutions (CDPP)
  110-11020020   Prosecution referral or non-referral
  110-11020030   Brief of evidence preparation
  110-11020040   Prosecution charges, summons, court proceedings and result
  110-11020050   Prosecution case reporting
  110-11030000   Gathering information and evidence for fraud investigations
  110-11030010   Gathering information from internal sources
  110-11030020   Requesting information from other Commonwealth Government agencies
  110-11030030   Requesting information from customers or their partners
  110-11030040   Requesting information from third parties
  110-11030050   Witness statements
  110-11030060   Obtaining expert evidence
  110-11030070   Record of Interview (ROI)
  110-11040000   Optical surveillance
  110-11040010   Requesting referral for optical surveillance
  110-11040020   Referring a case to a provider for optical surveillance
  110-11040030   Optical surveillance report received from provider
  110-12150000   Study Load Interventions
  110-12150040   Actioning Study Load Interventions
  110-13000000   Customer compliance interventions
  110-13010000   Earned Income Intervention (EII)
  110-13010010   Initiation and customer contact for Earned Income Interventions (phone based) (EIIP)
  110-13010030   Assessing and finalising Employment Income Interventions (phone based) (EIIP)
  110-13010050   Initiation and customer contact for Earned Income Interventions (Mail based) (EIIM)
  110-13010060   Verifying, assessing and finalising Earned Income Interventions (Mail based) (EIIM)
  110-13020000   Unearned Income Intervention (UII)
  110-13020010   Initiation and customer contact for Unearned Income Interventions (UII)
  110-13020020   Requesting verification for Unearned Income Interventions (UII)
  110-13020030   Assessing and finalising Unearned Income Interventions (UII)
  110-13050000   Qualification Interventions
  110-13050030   Initial compliance checks for Registrar-General's Office Interventions (RGO)
  110-13050040   Initiating and assessing Registrar-General’s Office Interventions (RGO)
  110-13050050   Finalising Registrar-General's Office Interventions (RGO)
  110-13050110   Corrective Services interventions (COR)
  110-13050120   Department of Home Affairs (DoHA) Interventions
  110-13050200   Carer Consolidated interventions
  110-13060020   Coding the contact screen in the Integrated Review System (IRS)
  110-13060040   Recovery Fee Workload Management for Compliance Interventions
  110-13060050   Adding a Manual Partner Intervention
  110-13060060   Compliance intervention referral for Case Selection or escalation
  110-13060070   Actioning Identity Mismatches for Compliance interventions
  110-13060080   Circumstance Review Action script - Earned Income Interventions (Mail based) (EIIM)
  110-13060090   Commonwealth Seniors Health Card (CSHC) Interventions
  110-13080000   Relationship Status Interventions (RSI)
  110-13080010   Initiation and customer contact for Relationship Status Interventions (RSI)
  110-13080030   Assessing and finalising Relationship Status Interventions (RSI)
  110-13090000   EIC online compliance interventions
  110-14040000   Post interview verification and finalising Payment Accuracy Reviews (PAR)
  110-14040010   Verification of information for Payment Accuracy Reviews (PAR)
  110-14040020   Verification of independence categories for Youth Allowance (YA) for Payment Accuracy Reviews (PAR)
  110-14040030   Verification of Away from Home rate categories for Youth Allowance (YA) for Payment Accuracy Reviews (PAR)
  110-14040040   Verification of Away from Home rate categories for ABSTUDY for Payment Accuracy Reviews (PAR)
  110-14040050   Verification of Independence categories for ABSTUDY (ABY) for Payment Accuracy Reviews (PAR)
  110-14040060   Verification requirements for Family Tax Benefit (FTB) for Payment Accuracy Reviews (PAR)
  110-14040070   Coding changes to customer information and claiming errors within Payment Accuracy Reviews (PAR)
  110-14040080   Reassessing entitlements for Payment Accuracy Reviews (PAR)
  110-14040100   Finalising the Integrated Review System (IRS) and Random Review Results System (RRRS) recording
  110-14040110   Verification of employment income for Payment Accuracy Reviews (PAR)
  110-14040120   Verification of income (excluding employment income) for Payment Accuracy Reviews (PAR)
  110-15000000   Health compliance
  110-15030000   Suspected Medicare fraud and Business Integrity (BI) flags
  110-15040000   Payment Accuracy Review (PAR) process
  110-15100000   Travelling with or sending medicines overseas
  110-15130000   Unauthorised Medicare activity
  110-16000000   Fraud
  110-17060700   Current Earnings Confirmation (CEC) reviews
  110-17090100   Registered mail processing for compliance interventions
  110-17102300   Reporting employment income self service troubleshooting
  110-18020700   Manual Income Confirmation (MIC) interventions
  110-18020701   Initiation and customer contact for MIC interventions
  110-18020702   Assessing and finalising MIC interventions
  110-18071723   Identity Matching - Automation of Income Stream Reviews
  110-18071729   Product Matching - Automation of Income Stream Reviews
  110-18080647   Medicare Business Integrity (BI) flag
  110-18100129   Check and update past income (CUPI) service
  110-18100838   Automated income stream review handoffs for manual processing
  110-18120553   Reporting overview
  110-18120555   Reporting screens
  110-18121104   Initiation and customer contact for Business Income and Bank Interest (BIBI) interventions
  110-18121110   Assessing and finalising Business Income and Bank Interest (BIBI) interventions
  110-18121429   Using Assessment Assist
  110-19011120   Income stream customer reviews - defined benefit income streams
  110-19011125   Income stream reviews - coding accuracy
  110-19021337   Initiation and customer contact for Automation of Income Stream (AoIS) interventions
  110-19021342   Assessing and finalising Automation of Income Stream (AoIS) interventions
  110-19021426   Accommodation Circumstance Intervention (ACI)
  110-19021446   Completing work items for the Rent Assistance (RA) Profile reviews
  110-19061825   Customer contact about compliance intervention decision
  110-19062145   Using the Generate Outcome Letter workflow
  110-19081346   Proof of Life interventions
  110-19082246   Automated income stream review handoffs for manual processing - account-based and market-linked products
  110-19082252   Automated income stream review handoffs for manual processing - defined benefit products
  110-19082838   Using Earnings Apportion
  110-19111307   Member of a couple reviews - Section 24
  110-19111344   Member of a couple reviews - Separated Under One Roof (SUOR)
  110-20040148   Income stream customer reviews – account-based and market-linked income streams
  110-20050703   Income compliance program class action
  110-20051817   Initiation and customer contact for JobKeeper compliance interventions
  110-20052106   Assessing and finalising JobKeeper compliance interventions
  110-20070738   Income compliance refunds
  110-20081124   Return to sender (RTS) mail for investigation teams
  110-20082022   Income compliance remediation initial assessment
  110-20082025   Income compliance remediation processing
  110-20100737   Processing income compliance refunds for customers with manual exceptions
  110-21012926   Vacation of home reviews
  110-21021508   Customer contacts non-investigation staff about an investigation
  110-21081000   Customer contact and processing income compliance refunds for incarcerated customers
  110-21083102   Income compliance program
  110-21120238   Emergency payments - preventing fraud
  110-22081650   Royal Commission into the Robodebt Scheme
  110-22092117   Initiation and customer contact for Farm Household Allowance (FHA) interventions
  110-22092128   Farm Household Allowance (FHA) interventions
  110-22092142   Assessing and finalising Farm Household Allowance (FHA) interventions
  110-23012514   Compliance intervention - assessing additional risk
  110-23072527   Initiation and customer contact for Self-employment Income interventions
  110-23072545   Assessing and finalising Self-employment Income interventions
  -------------- -----------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
