
[Expand/Collapse all sections]Expand all

Initial contact & POI content

  -------------- -------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  106-07120000   Assessment of relationship status – processes, roles and responsibilities
  106-07120010   Member of a Couple (MoC) and Separated under one roof (SUOR) assessments
  106-07120020   Interviewing a customer about relationship details
  106-07120040   Customer is separated from their partner due to respite care
  106-07120050   Assessment of circumstances for customers with partner in prison
  106-07120060   Customer or partner under age of consent with a dependent child in their care
  106-07120080   Treatment of a partnered person as single under Section 24 new determinations
  106-07130000   Rejecting a Centrelink claim
  106-07130010   Rejecting an ABSTUDY claim
  106-07130040   Rejecting an Assistance for Isolated Children (AIC) Scheme claim
  106-07130210   Rejecting a claim for JobSeeker Payment (JSP) or Youth Allowance (YA) (job seeker)
  106-07130220   Rejecting a Parenting Payment (PP) claim
  106-08000000   Foreign pensions
  106-08010000   Foreign pension claims
  106-08010010   Assisting customers to claim a foreign pension
  106-08010020   Assisting customers to maintain an existing foreign pension
  106-08010030   Processing a foreign pension claim
  106-08010040   Foreign Pension System (FPS) statuses and reviews
  106-08020000   Foreign currency and exchange rates
  106-08020010   Reviews of foreign exchange rates
  106-08020020   Cancellation due to foreign exchange processing
  106-08030000   Foreign pension coding
  106-08040000   International Data Exchange Program and auto indexation of foreign pensions
  106-08050000   Eligibility and coding of foreign pensions from non-agreement countries
  106-09000000   Confirming a customer's identity
  106-09010000   Identity Confirmation
  106-09010010   Coding identity documents
  106-09010050   Supporting Identity Confirmation for customers unable to attend in person
  106-10010000   Immediate new claim and non-new claim priority processing
  106-17061300   Actioning immigration datalink activities
  106-17111500   Estonia Agreement and foreign pension information
  106-18031300   Visual comparison of a customer who wears a facial covering and their photo identification
  106-18032700   Intent to claim and vulnerable customers
  106-19071608   Confirming the need for a Member of a Couple (MoC) assessment
  106-19082648   Progress of claim
  106-19111309   Contacting an on-demand telephone interpreter (Interpreter Connect)
  106-21021130   myGov - Centrelink identity verification
  106-21041320   Agreement Liaison Details (ALD)
  106-22011747   Coding and viewing the RSCD, TOAD and TOAS portability screens
  -------------- -------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
