
[Expand/Collapse all sections]Expand all

Help in an emergency content

  -------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  003-08030010   Special Benefit (SpB) categories
  003-08030020   Eligibility and new claim procedures for Special Benefit (SpB)
  003-08030040   Special Benefit (SpB) available funds test
  003-08030050   Victims of trafficking
  003-08030060   Special Benefit (SpB) customers with Temporary Protection Visa (TPV) due to expire
  003-08030070   Residence assessment for customers claiming Special Benefit (SpB)
  003-08030080   Assisting a customer aged under 16
  003-08040000   Rates of payment for Special Benefit (SpB)
  003-08050000   Mutual Obligation Requirements for Special Benefit (SpB)
  003-08060000   Processing Special Benefit (SpB) claims
  003-08070000   Special Benefit (SpB) reviews
  003-08070010   Processing Special Benefit (SpB) Random Sample Surveys (RSS)
  003-08070020   Commencing or returning to work Special Benefit (SpB)
  003-08070030   Special Benefit customer turns 16
  003-08070040   Special Benefit (SpB) customer going overseas
  003-09020000   Early release of superannuation benefits on financial hardship grounds
  003-10000000   Immediate payments
  003-10010000   Urgent payments due to exceptional and unforeseen or extraordinary circumstances
  003-10010010   Urgent payments due to expenses associated with a funeral
  003-10010020   Customer disagrees with an urgent payment decision
  003-10010060   Urgent payments due to holiday processing
  003-10020000   Making a decision about a hardship advance or anticipated payment
  003-10030000   Immediate methods of payment
  003-10030010   Immediate payment by payment method direct credit
  003-10030020   Immediate payment by payment method Electronic Benefits Transfer (EBT) card
  003-10030040   Immediate payment by payment method Real Time Gross Settlement (RTGS)
  003-11000000   Additional support and services
  003-11020000   Helping customers to build their financial capability
  003-11040000   Referral to external support services
  003-11040010   Family Relationship Centres and the Family Relationship Advice Line
  003-12000000   Social work services
  003-12010000   Social work service referral
  003-12030000   Social work assessments and assistance for at risk young people
  003-12030010   Conducting a social worker unreasonable to live at home (UTLAH) assessment
  003-12030020   Unsupported under 16 year olds to be immediately referred to a Services Australia social worker
  003-12030030   Social worker's role regarding Youth Protective Assessments
  003-12040000   Social work assessments for families
  003-12040010   Conducting a Child Support non-parent carer assessment
  003-12040030   Conducting an assessment of care on an informal basis where a child may be at risk of harm
  003-12050000   Social work assessments relating to customers experiencing family and domestic violence
  003-12050010   Conducting a social work child support exemption due to fear of family and domestic violence or other circumstances
  003-12050020   Determining a deferral of Prohibition of Family Tax Benefit Instalment Payments (PIP) due to family and domestic violence
  003-12050030   Determining if notification of a debt to an assurer can be delayed while the assuree seeks refuge from family and domestic violence
  003-12060010   Social worker assessment for Crisis Payment (CrP) Extreme Circumstances family and domestic violence
  003-12060020   Social worker assessment of care situations for Carer Payment (CP) and Carer Allowance (CA) claims
  003-12060030   Social worker involvement with Special Benefit (SpB)
  003-12070000   Social workers role in Payments and Integrity
  003-12080000   Social work role in the Participation Solutions Team (PST)
  003-12080010   Accessing a PST-skilled social worker
  003-12080020   Recording participation and compliance interventions in the Social Work Information System (SWIS)
  003-12090000   Social work assistance for vulnerable Australians who arrive in Australia without any local support structure to assist them
  003-12100000   Requirements for recording of social work customer contact activities
  003-12110000   Assessment and report writing for social workers
  003-12130000   Social Work Information System (SWIS)
  003-12130010   Recording referrals in the Social Work Information System (SWIS)
  003-12130020   Recording contacts in the Social Work Information System (SWIS)
  003-12130030   Recording non-casework activities in the Social Work Information System (SWIS)
  003-12130040   Recording Carer Specialist Assessment Team (CSAT) Carer Payment child referrals in the Social Work Information System (SWIS)
  003-12130050   Recording Child Support Scheme (CSS) exemption referrals – social work
  003-12130060   Recording Crisis Payment (CrP) assessments – social work
  003-12130080   Recording unreasonable to live at home (UTLAH) assessments for customers under 18 years of age - social work
  003-12130100   Recording Vulnerable Welfare Payment Recipient (VWPR) Notice reviews/reconsiderations in the Social Work Information System (SWIS)
  003-12130110   Recording referrals for customers on Income Management (non delegated) in the Social Work Information System (SWIS)
  003-12130120   Recording Vulnerable Welfare Payment Recipient (VWPR) Notice assessments - social work
  003-12130130   Recording Vulnerable Welfare Payment Recipient (VWPR) Youth Exclusion (Detrimental) Assessments - social work
  003-12130140   Vulnerable Welfare Payment Recipient (VWPR) Exclusion (Not Practicable due to Support and Demonstrated Capacity) Assessments in the Social Work Information System (SWIS)
  003-13000000   Initial contact and identification of services for people experiencing major disaster
  003-14000000   Emergency management events
  003-14010000   Current emergency management events
  003-14010300   Australian Victim of Terrorism Overseas Payment (AVTOP) – November 2015 Paris attacks
  003-14010310   Australian Victim of Terrorism Overseas Payment (AVTOP) – March 2016 Brussels attacks
  003-14010320   Australian Victim of Terrorism Overseas Payment (AVTOP) – July 2016 Nice, France
  003-14020000   Closed emergency management events
  003-15000000   Family and domestic violence
  003-17021000   Australian Victim of Terrorism Overseas Payment (AVTOP) – December 2016 Berlin attack
  003-17040100   Assessing eligibility for Disaster Recovery Allowance (DRA) - Tropical Cyclone Debbie - March 2017
  003-17040101   Assessing eligibility for an Australian Government Disaster Recovery Payment (AGDRP) – Tropical Cyclone Debbie – March 2017
  003-17040102   Assessing eligibility for Ex-gratia Disaster Recovery Allowance for New Zealand (NZ) citizens - Tropical Cyclone Debbie - March 2017
  003-17040103   Assessing eligibility for ex-gratia Disaster Recovery Payment for New Zealand (NZ) citizens (AGDRP equivalent) - Tropical Cyclone Debbie - March 2017
  003-17040700   Urgent payments due to Centrelink delay
  003-17040701   Alternative assistance for customers applying for immediate payment
  003-17041200   Australian Victim of Terrorism Overseas Payment (AVTOP) - 2017 Past Overseas Incidents
  003-17050800   Australian Victim of Terrorism Overseas Payment (AVTOP) – March 2017 London attack
  003-17051800   Australian Victim of Terrorism Overseas Payment (AVTOP) claims lodged outside of the time limit
  003-17051801   Emergency payment claims lodged outside of the time limit
  003-17060801   Australian Victim of Terrorism Overseas Payment (AVTOP) – August 2017 Barcelona and Cambrils, Spain attacks
  003-17060802   Australian Victim of Terrorism Overseas Payment (AVTOP) – 2017 Stockholm, Manchester, Baghdad and London (3 June 2017) attacks
  003-17072600   Social casework
  003-17112000   Australian Victim of Terrorism Overseas Payment (AVTOP) - 2017 London (15 September 2017) attack - Parsons Green
  003-18050700   National Redress Scheme overview
  003-18050701   National Redress Scheme enquiries and document lodgement in service centres
  003-18050703   Validating National Redress Scheme applications and supporting documents
  003-18050704   Nominees for the National Redress Scheme
  003-18050705   National Redress Scheme Identity Confirmation and Alternative Identity processes in service centres
  003-18050707   Case Coordinator processes for assessing and validating Identity Confirmation for the National Redress Scheme
  003-18050708   Identity Confirmation and Alternative Identity for the National Redress Scheme
  003-18050709   Staff as nominees for the National Redress Scheme
  003-18061809   Recording National Redress Scheme referrals in the Social Work Information System (SWIS)
  003-18061830   Social work role in the National Redress Scheme
  003-18092746   Immediate payment by payment method New Payments Platform (NPP)
  003-18121722   Australian Victim of Terrorism Overseas Payment (AVTOP) – August 2007 Hyderabad, India attack
  003-19010847   Quality On Line (QOL) checklist for Australian Victim of Terrorism Overseas Payment (AVTOP)
  003-19020318   Assessing claims for Emergency payments for Tasmanian Bushfires, February 2019
  003-19020327   Assessing claims for Emergency payments for Far North Queensland Floods, February 2019
  003-19020741   Recording Child Support customers talking about suicide, self-harm or harm to others in the Social Work Information System (SWIS)
  003-19022028   Assessing claims for emergency payments for Northern NSW Bushfires, February 2019
  003-19022255   Recording Carer referrals in the Social Work Information System (SWIS)
  003-19050609   Risk identification and management of threats to the safety or welfare of a child
  003-19062133   Assistance for Isolated Children (AIC) and ABSTUDY Flood Education Supplement (FES)
  003-19070100   MH17 Family Support Package
  003-19070150   Initial contact and claiming the MH17 Family Support Package
  003-19071533   Australian Victim of Terrorism Overseas Payment (AVTOP) - April 2019 Sri Lanka attacks
  003-19080806   Eligibility and coding MH17 Family Support Package claims
  003-19091039   Assessing claims for emergency payments for NSW Bushfires (Sep 2019)
  003-19091040   Assessing claims for Emergency payments for Queensland Bushfires (Sep 2019)
  003-19091305   Australian Victim of Terrorism Overseas Payment (AVTOP) – May 2002 Karachi attack
  003-19091306   Australian Victim of Terrorism Overseas Payment (AVTOP) – January 2019 Nairobi attack
  003-19091307   Australian Victim of Terrorism Overseas Payment (AVTOP) – March 2019 Christchurch attacks
  003-19092603   Identity confirmation for the MH17 Family Support Package
  003-19111134   Assessing claims for emergency payments for Eastern Queensland Bushfires (Nov 2019)
  003-19112239   Assessing claims for emergency payments for South Australian Bushfires, November 2019
  003-19120526   Assessing claims for emergency payments for Victorian Bushfires, February 2019
  003-19121010   Abuse of older Australians
  003-19123106   Assessing claims for emergency payments for Victorian Bushfires, December 2019
  003-20010220   Assessing claims for emergency payments for Tasmanian Bushfires, December 2019
  003-20011632   Additional Payment for Children (APC)
  003-20021237   Assessing claims for emergency payments for Australian Capital Territory Bushfires, December 2019
  003-20032726   New claim for Crisis Payment - National Health Emergency
  003-20071507   Managing DRA and NZ DRA payments after grant
  003-20080418   Pandemic Leave Disaster Payment
  003-20082529   Pandemic Leave Disaster Payment - Victoria - before 18 January 2022
  003-20082531   Pandemic Leave Disaster Payment - Tasmania - before 18 January 2022
  003-20090704   Pandemic Leave Disaster Payment - South Australia - before 18 January 2022
  003-20090707   Pandemic Leave Disaster Payment - Australian Capital Territory - before 18 January 2022
  003-20090709   Pandemic Leave Disaster Payment - New South Wales - before 18 January 2022
  003-20090748   Processing Pandemic Leave Disaster Payment claims in Customer First
  003-20091407   Pandemic Leave Disaster Payment - Western Australia - before 18 January 2022
  003-20092301   Pandemic Leave Disaster Payment - Queensland - before 18 January 2022
  003-20092334   National Emergency Call Centre (NECC) portal
  003-20092341   National Emergency Call Centre Surge Capability (NECCSC) activations
  003-20111006   Recording Subject Matter Expert (SME) referrals in the Social Work Information System (SWIS)
  003-20120223   COVID-19 Consumer Travel Support Program December 2020 (Round 1)
  003-20120240   Assessing and coding COVID-19 Consumer Travel Support Program December 2020 claims
  003-20121552   Pandemic Leave Disaster Payment - Northern Territory - before 18 January 2022
  003-21020345   Western Australian Bushfires, February 2021
  003-21032104   New South Wales Floods, March 2021
  003-21041310   Western Australia Tropical Cyclone Seroja, April 2021
  003-21041508   New South Wales North Coast Floods, February 2021
  003-21042647   COVID-19 Consumer Travel Support Program Round 2
  003-21050331   Assessing and coding COVID-19 Consumer Travel Support Program May 2021 (Round 2) claims
  003-21051929   Fixing an incorrect Crisis Payment (CrP)
  003-21052808   Australian Victim of Terrorism Overseas Payment (AVTOP) - February 2020 Hulhumale attack
  003-21060323   Assessing COVID-19 Disaster Payment claims
  003-21060445   COVID-19 Disaster Payment - Victoria (4 - 10 June 2021)
  003-21061504   Victorian Storms and Floods - June 2021
  003-21062830   COVID-19 Disaster Payment - NSW
  003-21071931   COVID-19 Disaster Payment
  003-21071952   Coding COVID-19 Disaster Payment claims
  003-21072156   COVID-19 Disaster Payment - Victoria (July 2021)
  003-21072337   COVID-19 Disaster Payment - automatic payment and change of circumstances
  003-21072608   COVID-19 Disaster Payment – South Australia
  003-21072911   COVID-19 Disaster Payment - customer paid incorrectly
  003-21072925   COVID-19 Disaster Payment – review process
  003-21072954   COVID-19 Disaster Payment - rejecting claims
  003-21073020   Income support payment customers - COVID-19 Disaster Payment - NSW
  003-21080209   Assessing income support payment customers COVID-19 Disaster Payment claims
  003-21080321   Processing urgent payment requests
  003-21080450   COVID-19 Disaster Payment - Queensland
  003-21080455   Income support payment customers - COVID-19 Disaster Payment - Queensland
  003-21080513   Urgent payment requests
  003-21080920   Income support payment customers - COVID-19 Disaster Payment - Victoria August 2021
  003-21080954   COVID-19 Disaster Payment - Victoria (August 2021)
  003-21081332   COVID-19 Disaster Payment – Australian Capital Territory
  003-21081341   Income support payment customers - COVID-19 Disaster Payment - ACT
  003-21081928   COVID-19 Disaster Payment - Northern Territory
  003-21081938   Income support payment customers - COVID-19 Disaster Payment - Northern Territory
  003-21082456   COVID-19 Disaster Payment claim or automatic payment - customer calls to enquire
  003-21090237   Australian Victim of Terrorism Overseas Payment (AVTOP) – August 2016 Kabul kidnapping
  003-21101820   COVID-19 Disaster Payment - Tasmania
  003-21101847   Income support payment customers - COVID-19 Disaster Payment – Tasmania
  003-21111107   Processing AGDRP and NZ DRP claims in Process Direct
  003-21120802   NSW Storms and Floods (November 2021)
  003-21120840   Queensland Storms and Floods (November 2021)
  003-21122144   Processing Disaster Recovery Allowance (DRA) claims in Process Direct
  003-22010921   Queensland floods – January 2022
  003-22011458   Pandemic Leave Disaster Payment - internal review process
  003-22011601   Pandemic Leave Disaster Payment - Assisted Customer Claims
  003-22011652   Processing Pandemic Leave Disaster Payment claims in Process Direct
  003-22022448   Australian Victim of Terrorism Overseas Payment (AVTOP) - November 2019 London attack
  003-22022721   South East Queensland Floods – February 2022
  003-22022800   New South Wales Floods - February 2022
  003-22030928   AGDRP (Special Supplement)
  003-22032515   Social work role with Department of Veterans' Affairs (DVA) clients and recording in SWIS
  003-22033002   Disaster Recovery Allowance (DRA) Top-up
  003-22050332   Social Work Recording Application (SWRA)
  003-22061604   Contact requirements for Crisis Payment (CrP)
  003-22070553   New South Wales floods – July 2022
  -------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
