
[Expand/Collapse all sections]Expand all

Older Australians content

  -------------- ------------------------------------------------------------------------------------------------------------------------------
  File Name      Title
  065-13010000   Home Care Packages program
  065-13010010   Unspent home care amounts
  065-13020000   Residential Care program
  065-13020010   Respite residential care
  065-13020020   Non-claimable leave for permanent residential aged care recipients
  065-13030000   Transition Care Programme
  065-13040000   Supplements in Aged Care program for service providers
  065-13040010   Accommodation supplement for aged care services
  065-13040020   Dementia and Cognition Supplement for aged care services
  065-13040030   Homeless supplement for aged care services
  065-13040040   Oxygen and Enteral Feeding Supplement for aged care services
  065-13040060   Veterans' Supplement for aged care services
  065-13040070   Viability Supplement for aged care services
  065-13040080   Workforce Supplement for aged care services
  065-13040090   Residential respite supplement for aged care services
  065-13050000   Aged Care Assessment Teams (ACAT)
  065-13060000   Aged care forms for service providers
  065-13060010   National Screening and Assessment Form (NSAF)
  065-13060020   Aged Care Funding Instrument (ACFI) form
  065-13060030   Home care monthly claim form
  065-13060040   Residential care monthly claim form
  065-13060050   Aged Care Entry Record (ACER) form
  065-13060060   Aged care request for a nominee
  065-13060070   Aged Care Approved Provider Statement form
  065-13060080   Return or redirect forms for aged care services
  065-13070000   Processing in System for the Payment of Aged Residential Care (SPARC)
  065-13070010   Process claims for aged care services in System for the Payment of Aged Residential Care (SPARC)
  065-13070020   Manage aged care service details
  065-13070030   Manage aged care recipient details
  065-13070040   Reviewable decisions under the Aged Care Act 1997
  065-13070050   Provider notes in the System for the Payment of Aged Residential Care (SPARC)
  065-13090000   Aged Care online claiming channels for service providers
  065-13090010   Online claiming registration process for aged care providers
  065-13090040   Process residential held events in the Aged Care Provider Portal (ACPP)
  065-13090050   Aged Care Web Services and Aged Care Provider Portal (ACPP)
  065-13100000   Payments in Aged Care programme for service providers
  065-13100010   Advances in the System for the Payment of Aged Care Residential Care (SPARC)
  065-13100020   Process manual adjustments for aged care services
  065-13100030   Bank account details for aged care services
  065-13100040   Payment statements for aged care services
  065-13100070   Debt recovery in Aged Care program for service providers
  065-13110000   Aged care systems and data exchange
  065-13110010   SPARC access in the Aged Care program
  065-13110030   National Approved Provider System (NAPS)
  065-13110040   Aged Care Management Payment System (ACMPS)
  065-13110050   System for the Payment of Aged Residential Care (SPARC)
  065-13110070   Aged Care Education and Training Incentive (ACETI) program
  065-13120000   Reports in Aged Care program for service providers
  065-13130000   Emergency events and aged care service providers
  065-13150000   Short-Term Restorative Care (STRC) Programme
  065-18022700   Aged care - consent and disclosure
  065-18052200   Maintain claims in Aged Care Management Payment System (ACMPS)
  065-18082027   Aged care means assessment - residential care post 1 July 2014 - post-entry
  065-18082138   Aged care means assessment - home care post-entry
  065-18082318   Aged care means assessment - residential care post 1 July 2014 - pre-entry
  065-18082330   Aged care means assessment - home care pre-entry
  065-18102618   Aged care means assessment – preliminary checks
  065-18102915   Processing Commonwealth Seniors Health Card (CSHC) claims
  065-18112907   Advances in the Aged Care Management Payments System (ACMPS)
  065-18112915   Maintain provider details in the Aged Care Management Payment System (ACMPS)
  065-18120416   Aged care means assessment – home ownership and real estate estimates
  065-18120525   Sanctions for aged care service providers
  065-18120742   Aged care means assessment – protected person
  065-18121834   Aged Care Reviews
  065-19012550   Age Pension combined partner online claim
  065-19041545   Aged care means assessment – manual means assessment
  065-19041642   Eligibility for the Home Equity Access Scheme
  065-19041705   Aged care means assessment – residential care pre 1 July 2014 - income assessment
  065-19042305   Aged Care means assessment - Residential Care pre 1 July 2014 - assets assessment
  065-19060321   Home Equity Access Scheme cancellation, restorations and rejections
  065-19060355   Processing claims for the Home Equity Access Scheme
  065-19060359   Claiming a Home Equity Access Scheme loan
  065-19062519   Transfer of the Home Equity Access Scheme debt based on Court Order
  065-19070940   Profiling and manual refresh of aged care means assessment data
  065-19090420   Multiple ACMPS records remediation
  065-19102557   ACMPS actioning SPARC business partner (SPARC BP) match requests
  065-19102857   ACMPS actioning CLK/DVA potential match requests
  065-19103005   Aged Care fees and charges – care subsidy reduction to zero
  065-19103017   Aged Care – fees and charges
  065-19103046   Aged Care fees and payments – annual and lifetime caps
  065-19111818   Matching new care recipients via External Customer Match Listing (ECML)
  065-19112131   Aged Care Staff-Assist Portal (ACSAP)
  065-19112638   Aged Care Provider Portal (ACPP)
  065-20010613   Aged care reviews – manual adjustments for care recipients - overview
  065-20010631   Aged care reviews - manual adjustments for pre 1 July 2014 residential care
  065-20010651   Aged Care Reviews – Manual adjustments for home care recipients
  065-20010653   Aged care reviews - manual adjustments for post 1 July 2014 residential care
  065-20020620   Bulk orders of aged care means assessment forms for providers
  065-20033026   Aged Care Staff Portal (ACSP) – Access and using the home page
  065-20062953   Aged care reviews – quarterly reviews
  065-20063010   Aged care reviews - ad hoc reviews
  065-20072219   Aged Care Provider Portal (ACPP) self service
  065-20081135   Income Tested Care Fee (ITCF) remediation for pre-delimiter and/or deceased care recipients for aged care services
  065-20081738   Aged care COVID-19 support supplement for residential aged care services
  065-20082034   Aged care reviews – discharge and departure reviews
  065-20082042   Aged care reviews – reassessments and updates
  065-20082114   Perform telephone security checks for aged care services
  065-20092551   Aged care financial hardship assistance
  065-20110349   Aged care letters
  065-20120123   New, combine, sales, closure and transfer processes for aged care services
  065-21020316   Remediating multiple and intertwined care recipient records in SPARC
  065-21050336   ACMPS means assessment data from different sources
  065-21050354   Refundable Accommodation Amount (RAD)/Daily Accommodation Payment (DAP) financial hardship assistance for aged care services
  065-21050421   ACAH escalation process for aged care calculation cost of care (means assessment) related issues
  065-21050527   Online Carer and/or Close Relative Assessment
  065-21050552   Opting in to the post 1 July 2014 aged care means assessment arrangements
  065-21052139   Aged care letters - creating manual letters
  065-21052152   Aged care letters – viewing and reissuing
  065-21062311   Aged care residential care support supplement
  065-21081637   My Aged Care General Service Offer (MACGSO)
  065-21081646   Aged Care Specialist Officers (ACSOs)
  065-21081745   Home care account
  065-21102659   Basic Daily Fee (BDF) supplement for residential aged care services
  065-22010415   Aged care financial hardship assistance – review/cease/revoke
  065-22022446   Aged care – correction to resident status
  065-22030333   Return to sender (RTS) mail for aged care services
  065-22040400   Aged Care Staff Portal (ACSP) – Care Recipient in Context (CRiC)
  065-22040403   Aged Care Staff Portal (ACSP) – Managing provider and service user details
  065-22040405   Aged Care Staff Portal (ACSP) – Service in Context
  065-22051321   Advance payments for Home Equity Access Scheme loans
  -------------- ------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
