  File Name      Title
  010-02030100   ABSTUDY eligibility criteria for Testing and Assessment Award
  010-02030110   ABSTUDY eligibility criteria for Masters and Doctorate Award
  010-02030120   ABSTUDY eligibility criteria for Lawful Custody Award
  010-02040000   Independence for ABSTUDY customers
  010-02040010   ABSTUDY customer currently or previously married, in a de-facto relationship of at least 6 months, or in a registered relationship
  010-02040020   ABSTUDY customer has, or has had, a dependent child
  010-02040030   ABSTUDY customer is independent through workforce participation
  010-02040040   ABSTUDY customer is an orphan
  010-02040050   ABSTUDY unreasonable to live at home (UTLAH)
  010-02040060   ABSTUDY customer in state care
  010-02040070   ABSTUDY customer's parents cannot exercise their parental responsibilities
  010-02040080   ABSTUDY customer is independent through age
  010-02040090   ABSTUDY customer is independent due to previous lawful custody
  010-02040100   ABSTUDY customer who has Special Adult Status in a traditional community
  010-02040120   ABSTUDY customer who has returned to live in an Indigenous Australian community
  010-02040130   ABSTUDY customer who has the care of another person's child
  010-02050000   ABSTUDY payments and rates
  010-02050020   ABSTUDY School Term Allowance
  010-02050030   Processing ABSTUDY School Term Allowance payments
  010-02050040   ABSTUDY Relocation Allowance
  010-02050050   ABSTUDY Thesis Allowance
  010-02050060   Payment of tuition fees or Student Contribution for ABSTUDY Masters and Doctorate study
  010-02050080   ABSTUDY Incidentals Allowance
  010-02050090   ABSTUDY Additional Incidentals Allowance
  010-02050100   ABSTUDY School Fees Allowance (SFA) at home rate (Group 1)
  010-02050110   ABSTUDY School Fees Allowance (SFA) (Group 2)
  010-02050130   ABSTUDY Additional Assistance
  010-02060000   Away from Home rate for ABSTUDY
  010-02060010   Calculating the commencement date of away from home rate for ABSTUDY
  010-02060020   Payment of away from home rate for ABSTUDY
  010-02060030   Coding away from home rate for ABSTUDY Tertiary Students
  010-02060040   ABSTUDY Standard Hostels Agreement
  010-02060050   Payment on Advice for ABSTUDY away from home rate
  010-02060070   Assessing ABSTUDY travel time and access for the away from home rate
  010-02060080   Assessing special courses for ABSTUDY away from home rate
  010-02060090   Assessing limited local school facilities for ABSTUDY away from home rate
  010-02060100   Assessing disability for ABSTUDY away from home rate
  010-02060110   Assessing itinerant family for ABSTUDY away from home rate
  010-02060120   Assessing exclusion from local schooling for ABSTUDY away from home rate
  010-02060130   Assessing ABSTUDY home conditions for the away from home rate
  010-02060140   Assessing racial discrimination for ABSTUDY away from home
  010-02060150   Assessing course of study requires compulsory residence for ABSTUDY away from home rate
  010-02060160   Assessing continuity of study for ABSTUDY away from home rate
  010-02060170   Assessing scholarships and mobility provisions for secondary students for ABSTUDY away from home rate
  010-02070000   Away from Base assistance for ABSTUDY
  010-02070010   Approval of ABSTUDY Away from Base activities
  010-02070050   Approval of ABSTUDY Away from Base assistance
  010-02070080   ABSTUDY Living Allowance
  010-02070090   Non-student beneficiaries for ABSTUDY Away from Base assistance
  010-02070100   Assessing student eligibility to attend an approved ABSTUDY Away from Base activity
  010-02070120   Acquittal of funding for ABSTUDY Away from Base allowances
  010-02070140   Bulk funding for ABSTUDY Away from Base allowances
  010-02070150   Cessation of the ABSTUDY away from home rate
  010-02080000   Study and training requirements for ABSTUDY
  010-02080010   How to determine if a course is approved for ABSTUDY purposes.
  010-02080020   Approval of a course as full-time or part-time for ABSTUDY
  010-02080030   Home schooling arrangements for ABSTUDY
  010-02080040   Determining progress and duration of assistance for ABSTUDY
  010-02080050   Assessing the two-thirds study load concession for ABSTUDY
  010-02080060   Assessing the disability study load concession for ABSTUDY and ABSTUDY Pensioner Education Supplement (PES)
  010-02080090   Exemptions from study for ABSTUDY
  010-02080100   Disregarding previous study for ABSTUDY, ABSTUDY Pensioner Education Supplement, Austudy and Pensioner Education Supplement (PES)
  010-02080110   Eligibility periods for full year courses of study for ABSTUDY, ABSTUDY Pensioner Education Supplement (PES) and PES
  010-02080120   Study exemptions for ABSTUDY and Activity Test exemptions for Austudy and Youth Allowance (YA)
  010-02090000   ABSTUDY Activity Agreements
  010-02090010   Determining Activity Test breaches for unapproved absences for ABSTUDY secondary school students
  010-02090020   Negotiating ABSTUDY Activity Agreements (ABAA) for ABSTUDY secondary students with unapproved absences
  010-02100000   ABSTUDY Fares Allowance (FAA)
  010-02100010   Completing the ABSTUDY Fares Allowance Claim (SY032)
  010-02100020   Assessing eligibility for Fares Allowance (FAA) for ABSTUDY
  010-02100030   Assessing eligibility for ABSTUDY Fares Allowance (FAA) after the customer has died
  010-02100040   Fares Allowance (FAA) authorised in advance of travel for ABSTUDY
  010-02100050   Reimbursing fares and additional costs after travel has been undertaken for ABSTUDY
  010-02100060   Reimbursing ABSTUDY Fares Allowance (FAA) after the customer has died
  010-02100070   Coding pre-booked Fares Allowance (FAA) entitlements for ABSTUDY and ABSTUDY Pensioner Education Supplement (PES)
  010-02100080   Determining the appropriate travel destination for ABSTUDY Fares Allowance (FAA)
  010-02100090   Determining the appropriate mode of transport for ABSTUDY Fares Allowance (FAA)
  010-02100100   No show for ABSTUDY travel
  010-02100110   Travel at commencement and end of study period for ABSTUDY
  010-02100120   Vacation travel for tertiary or secondary non-schooling courses of more than one semester for ABSTUDY
  010-02100130   Vacation travel for secondary school students for ABSTUDY
  010-02100140   Compassionate travel for ABSTUDY
  010-02100150   Away from Base travel for ABSTUDY
  010-02100160   Examination travel for ABSTUDY
  010-02100170   ABSTUDY Graduation travel
  010-02100180   Non-student travellers for ABSTUDY
  010-02100190   Masters and Doctorate travel for ABSTUDY
  010-02100200   Orientation and Special Purpose Visit travel for ABSTUDY
  010-02100220   Interstate travel for ABSTUDY
  010-02100230   Additional costs associated with travel for ABSTUDY
  010-02100240   ABSTUDY students experiencing disrupted travel
  010-02120000   Change of circumstances for ABSTUDY customers
  010-02120010   Assessing the ABSTUDY Change of Circumstances/Enquiries Sheet (SY053)
  010-02130000   ABSTUDY cancellations, suspensions and restorations
  010-02130010   Completing the ABSTUDY and Assistance for Isolated Children (AIC) Scheme Review of Decision (SY054)
  010-03000000   Assistance for Isolated Children (AIC) Scheme
  010-03010000   Claiming Assistance for Isolated Children (AIC) Scheme
  010-03010010   Initial contact with customers claiming under the Assistance for Isolated Children (AIC) Scheme
  010-03010020   Completing the Claim for Assistance for Isolated Children (AIC) (SY040)
  010-03010070   Completing the Assistance for Isolated Children (AIC) Marginal Distance Confirmation (SY069)
  010-03020000   Assessing Assistance for Isolated Children (AIC) Scheme claims
  010-03020010   Checking the Claim for Assistance for Isolated Children (AIC) (SY040)
  010-03020020   Determining who can be the applicant for the Assistance for Isolated Children (AIC) Scheme
  010-03020040   Assessing and coding claims for Assistance for Isolated Children (AIC) Scheme
  010-03020060   Completing and assessing the Assistance for Isolated Children (AIC) Application for Short Term Boarding Allowance (SY068)
  010-03020070   Assessing the Assistance for Isolated Children (AIC) Current Income Assessment (SY042)
  010-03020080   Assessing the Assistance for Isolated Children (AIC) Organisation details (SY067)
  010-03020090   Assessing the Assistance for Isolated Children (AIC) Marginal Distance Confirmation (SY069)
  010-03020100   Assistance for Isolated Children (AIC) Scheme transfers from another payment
  010-03020110   Assistance for Isolated Children (AIC) Scheme transfers to another payment
  010-03030000   Eligibility for Assistance for Isolated Children (AIC) Scheme
  010-03030010   Approved studies for Assistance for Isolated Children (AIC) Scheme
  010-03030020   Age requirements for Assistance for Isolated Children (AIC) Scheme
  010-03030030   Residence requirements for Assistance for Isolated Children (AIC) Scheme
  010-03030040   Isolation conditions for Assistance for Isolated Children (AIC) Scheme
  010-03030050   Australian Government assistance other than Assistance for Isolated Children (AIC) Scheme received by applicant or student
  010-03040000   Eligibility for Assistance for Isolated Children (AIC) Scheme allowances
  010-03040010   Eligibility for Assistance for Isolated Children (AIC) Scheme Boarding Allowance (BA/ABA)
  010-03040020   Eligibility for Assistance for Isolated Children (AIC) Scheme Distance Education Allowance (DED)
  010-03040030   Eligibility for Assistance for Isolated Children (AIC) Scheme Second Home Allowance (SHA)
  010-03040040   Eligibility for Assistance for Isolated Children (AIC) Scheme Pensioner Education Supplement (PES)
  010-03050000   Changing study or training details for Assistance for Isolated Children (AIC) Scheme
  010-03060000   Change of circumstances for Assistance for Isolated Children (AIC) Scheme applicants
  010-03070000   Assistance for Isolated Children (AIC) cancellations, suspensions and restorations
  010-04000000   Austudy
  010-04010000   Initial contact with students or Australian Apprentices claiming Austudy
  010-04010030   Completing the Claim form for Austudy (SY002)
  010-04010050   View or update Youth Allowance (YA) or Austudy student and Australian Apprentice online claim
  010-04010060   Youth Allowance and Austudy students and Australian Apprentices online claims and Assisted Customer Claims
  010-04020000   Assessing and coding student and Australian Apprentice claims for Austudy
  010-04030000   Eligibility for Austudy
  010-04040000   Assessing entitlement to the Long Term Income Support rate of Austudy for students or migrants studying English language courses
  010-04050000   Activity Test for Austudy
  010-04050010   Satisfying the activity test for Austudy
  010-04050020   Satisfying the activity test for customers who are intending to study for Austudy
  010-04050040   Assessing eligibility for the 66% concessional study load for Austudy
  010-04050050   Assessing eligibility for 25% concessional study load for Austudy
  010-04050060   Assessing secondary students satisfactory progress for Austudy
  010-04050070   Assessing satisfactory progress for tertiary students for Austudy
  010-04050080   Full-time students attending a Defence Force Reserves training camp
  010-04050090   Allowable non-award study for Austudy and Pensioner Education Supplement (PES)
  010-04060000   Fares Allowance (FAA) for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES) students
  010-04060010   Completing the Claim for Fares Allowance (tertiary students only) (SY005) for Youth Allowance, Austudy, Pensioner Education Supplement
  010-04060020   Assessing eligibility for Fares Allowance (FAA) for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES)
  010-04060030   Assessing eligibility for Fares Allowance for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES) after a customer has died
  010-04060040   Fares Allowance (FAA) authorised in advance of travel for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES)
  010-04060050   Reimbursing fares for the cheapest mode of public transport for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES)
  010-04060060   Reimbursing fares for the use of a private vehicle or taxi for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES)
  010-04060070   Reimbursing fares after the customer has died for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES)
  010-04060080   Coding Fares Allowance (FAA) Pensioner Education Supplement (PES)
  010-04070000   Changing study or training details for Austudy customers
  010-04080000   Change of circumstances for Austudy customers
  010-04090000   Austudy cancellations and restorations
  010-05000000   Pensioner Education Supplement (PES)
  010-05010000   Claiming ABSTUDY Pensioner Education Supplement (PES) and Assistance for Isolated Children (AIC) PES
  010-05010010   Initial contact with students claiming Pensioner Education Supplement (PES) and ABSTUDY PES
  010-05010020   Completing the claim for ABSTUDY Pensioner Education Supplement (SY020)
  010-05020000   Claiming Pensioner Education Supplement (PES)
  010-05020010   Completing the Claim for Pensioner Education Supplement (SY004)
  010-05030000   Assessing ABSTUDY Pensioner Education Supplement (PES) claims
  010-05030010   Assessing a Claim for ABSTUDY Pensioner Education Supplement (SY020)
  010-05030020   Processing transfers to Pensioner Education Supplement (PES) from ABSTUDY PES to receive Education Entry Payment (EdEP)
  010-05030030   Processing transfers to ABSTUDY PES from Pensioner Education Supplement (PES)
  010-05040000   Assessing Pensioner Education Supplement (PES) claims
  010-05040020   Assessing claim for Pensioner Education Supplement (PES)
  010-05050000   ABSTUDY Pensioner Education Supplement (PES) qualifications
  010-05060000   Pensioner Education Supplement (PES) qualifications
  010-05060010   Age Requirements for Pensioner Education Supplement (PES)
  010-05060020   Qualifying payments for Pensioner Education Supplement (PES) and ABSTUDY PES
  010-05070000   ABSTUDY and Assistance for Isolated Children (AIC) Rates of Pensioner Education Supplement (PES)
  010-05080000   Rates of Pensioner Education Supplement (PES)
  010-05090000   Study requirements for ABSTUDY Pensioner Education Supplement (PES)
  010-05090010   Assessing the pensioner study load concession for ABSTUDY Pensioner Education Supplement (PES)
  010-05100000   Changing study/training details for Pensioner Education Supplement (PES), ABSTUDY PES or AIC PES customers
  010-05110000   Qualifying study for Pensioner Education Supplement (PES)
  010-05110010   Assessing qualifying study for Pensioner Education Supplement (PES)
  010-05110020   Assessing eligibility for 66% concessional study load for Pensioner Education Supplement (PES)
  010-05110030   Assessing eligibility for 25% concessional study load for Pensioner Education Supplement (PES)
  010-05110040   Assessing satisfactory progress for secondary students for Pensioner Education Supplement (PES)
  010-05110050   Assessing satisfactory progress and allowable time for tertiary students for Pensioner Education Supplement (PES)
  010-05120000   Change of circumstances for Pensioner Education Supplement (PES), ABSTUDY PES and Assistance for Isolated Children (AIC) PES
  010-05130000   Pensioner Education Supplement (PES), ABSTUDY PES and Assistance for Isolated Children (AIC) PES cancellations, suspensions and restoration
  010-06000000   Youth Allowance (YA)
  010-06010000   Initial contact with students or Australian Apprentices claiming Youth Allowance (YA)
  010-06010040   Completing the Claim for Youth Allowance (SY001)
  010-06010060   Completing the Youth Allowance and ABSTUDY 'Unreasonable to live at home' Statement by Young Person (SY015)
  010-06010070   Completing the Youth Allowance and ABSTUDY 'Unreasonable to live at home' Statement by Parent(s) (SY016)
  010-06010080   Completing the Youth Allowance and ABSTUDY 'Unreasonable to live at home' Statement by Independent Third Party (SY017)
  010-06020000   Lodgement of Youth Allowance (YA) (student) and Australian Apprentice claims
  010-06020010   Assessing and coding student and Australian Apprentice claims for Youth Allowance (YA)
  010-06020030   Assessing Youth Allowance (YA) (trainees) claims and forms
  010-06020050   Lodgement of unreasonable to live at home (UTLAH) statements for Youth Allowance (YA) and Tertiary Access Payment (TAP)
  010-06030000   Youth Allowance (YA) qualifications for students and Australian Apprentices
  010-06030010   Determining minimum and maximum age for Youth Allowance (YA)
  010-06040000   Rates of Youth Allowance (YA)
  010-06040010   Rate chart for maximum payment of Youth Allowance (YA)
  010-06040020   Rate of Youth Allowance (YA) when customer is in State care
  010-06040030   Assessing entitlement to Youth Allowance (YA) special rate for Long Term Income Support Student or migrants studying English language courses
  010-06040050   Assessing excessive travelling time for Youth Allowance (YA) at the away from home rate
  010-06040060   Assessing parents moving frequently for Youth Allowance (YA) at the away from home rate
  010-06040070   Assessing parental home isolated for Youth Allowance (YA) at the away from home rate
  010-06040080   Assessing parental home inadequate for study, work or job search for Youth Allowance (YA) at the away from home rate
  010-06040090   Assessing a customer with a disability when the parental home is isolated from required facilities for Youth Allowance (YA) at the away from home rate
  010-06040100   Assessing the away from home rate of Youth Allowance (YA) when parents move out of the area
  010-06040110   Assessing equivalent activity not available locally for Youth Allowance (YA) at the away from home rate
  010-06040120   Assessing compulsory residence at an educational institution for Youth Allowance (YA) at the away from home rate
  010-06040130   Assessing a tertiary student studying overseas for Youth Allowance (YA) at the away from home rate
  010-06040140   Commencement, cessation and coding of the away from home rate of Youth Allowance (YA)
  010-06050010   Assessing independence for full time or concessional study load students from regional and remote areas under the self-supporting through employment criterion
  010-06060000   Changing study details for Youth Allowance (YA) students
  010-06070000   Undertaking full-time study requirements for Youth Allowance (YA) students
  010-06070010   Youth Allowance student full-time study requirements
  010-06070020   Satisfying the full-time study requirements for customers intending to study for Youth Allowance (YA)
  010-06070030   Allowable non-award study for Youth Allowance (YA)
  010-06070040   Assessing concessional study loads for Youth Allowance (YA)
  010-06070060   Assessing satisfactory progress for Youth Allowance (YA) secondary students
  010-06070070   Assessing satisfactory progress for Youth Allowance (YA) tertiary students
  010-06070080   Disregarding previous study for Youth Allowance (YA)
  010-06070090   Home schooling arrangements for Youth Allowance (YA), Assistance for Isolated Children (AIC) and Pensioner Education Supplement (PES)
  010-06080000   Activity test for Youth Allowance (YA) trainees
  010-06090000   Activity Agreements for Youth Allowance (YA) students
  010-06090010   Negotiating Job Plans for under 18 year old at risk job seekers
  010-06090020   Negotiating Activity Agreements for Youth Allowance (YA) secondary students with unapproved absences
  010-06090030   Negotiating an Activity Agreement for Youth Allowance (YA) students returning to study after discontinuing a previous course
  010-06090040   Youth Allowance (YA) student reaches the allowable time in their current course
  010-06100000   Change of circumstances for Youth Allowance (YA) students and Australian Apprentices
  010-06110000   Youth Allowance (YA) (job seekers, students and trainees) cancellations, suspensions and restorations
  010-07000000   Study requirements and the activity test
  010-07010000   General course requirements for Centrelink administered payments for students
  010-07010010   Approved courses of study for Youth Allowance (YA), Austudy and Pensioner Education Supplement (PES)
  010-07010020   Determining minimum (normal) time for a course of study
  010-07010030   Determining allowable time/reasonable time for a course of study
  010-07010040   Defining level of study for special schools
  010-07010050   Defining levels of tertiary study
  010-07010060   Assessing study load requirements
  010-07010070   Approved short courses and student payment eligibility
  010-07010080   Effect of late starting courses of study on continuing payments for ABSTUDY
  010-07010100   Effect of articulated short courses of study on continuing payment
  010-07010110   Approved non-high school secondary study
  010-07010120   Approved distance education/external study
  010-07010130   Eligibility for student payments when enrolled in Open Universities Australia
  010-07010140   Effect on student payments of enrolment in more than one course or at more than one educational institution
  010-07010150   Effect of concurrent secondary and Vocational Education and Training studies on student payments
  010-07010160   Effect of school-based apprenticeships on student payments
  010-07010170   Proof of enrolment (POE) in a course of study
  010-07010180   Coding new study details
  010-07010190   Student intending to undertake a course at Honours level
  010-07010200   Approved courses of study for ABSTUDY, ABSTUDY Pensioner Education Supplement (PES) and Assistance for Isolated Children (AIC)
  010-07020000   Participation and serious failures for students and Australian Apprentices
  010-07020010   Determining whether a participation failure is applicable for Youth Allowance or Austudy students
  010-07020020   Generating participation failures for Youth Allowance and Austudy students
  010-07020030   Determining unapproved absence participation failures for Youth Allowance (YA) secondary students
  010-07020040   Action to be taken when full-time students fail to notify they have ceased full-time study
  010-07030000   Scholarships paid under Social Security Law
  010-07030010   Relocation Scholarship (RS) payment and coding
  010-07030020   Relocation Scholarship (RS) eligibility
  010-07030030   Student Start-up Scholarship (SSS) payment and coding
  010-07030040   Student Start-up Scholarship (SSS) eligibility
  010-07030050   Scholarship study requirements
  010-07030060   Commonwealth Scholarships
  010-07030070   Assessing scholarship income
  010-07030080   Student Start-up Loan (SSL)
  010-07030090   Student Start-up Loan (SSL) Study requirements
  010-08000000   Means tests for students, trainees or Australian Apprentices
  010-08010000   Personal/Partner Income Tests for students, trainees or Australian Apprentices
  010-08010010   Personal Income Test and Income Bank for ABSTUDY, Austudy and Youth Allowance (YA) students and Australian Apprentices
  010-08010020   Partner Income Test for ABSTUDY customers under 22 years old, Austudy and Youth Allowance students and Australian Apprentices
  010-08010030   Partner Income Test for ABSTUDY customers 22 years and over
  010-08010040   Under 16 ABSTUDY customers and the Personal Income Test
  010-09010000   Payments for students under 18 years paid to student, parent or a third party
  010-10000000   Reporting requirements for students and Australian Apprentices
  010-12000000   Student Financial Supplement Scheme (SFSS)
  010-12010000   Student Financial Supplement Scheme (SFSS) roles and responsibilities
  010-12020000   Rates of Financial Supplement Loan (FSL)
  010-13000000   Student debts
  010-18062122   FAO Income Previous year (FIPY) and Parental Income Test (PIT) processing for Youth Allowance (YA), ABSTUDY and Assistance for Isolated Children (AIC)
  010-19052437   Completing the Claim for ABSTUDY (SY019)
  010-19071541   Progress of claim - ABSTUDY
  010-19101857   Full-time study exemptions for Youth Allowance (student) customers when their partner dies
  010-20020548   Assessing and coding a transfer to Austudy or Youth Allowance (YA) student claim from another payment
  010-20081210   Coding Fares Allowance (FAA) reimbursements and Away from Base entitlements for ABSTUDY and ABSTUDY Pensioner Education Supplement (PES)
  010-20081213   Travel Management Application (TMA)
  010-20100142   Referrals to Course Assessment and Liaison Officers (CALOs)
  010-20101251   Student Payment Circumstance Updates (Student Payment Reviews)
  010-20111938   Tertiary Access Payment (TAP)
  010-21020228   Assessing and coding Assistance for Isolated Children (AIC) term enrolment checks
  010-21030206   Assessing independence when a student has undertaken approved agricultural work
  010-21032424   Assessing and finalising claims for the Tertiary Access Payment (TAP)
  010-21032517   Completing Tertiary Access Payment (TAP) online reviews
  010-21081343   Suspension of Youth Allowance (YA) (students and Australian Apprentices)
  010-21102843   Assessing improved employment prospects for Youth Allowance (YA) at the away from home rate
  010-21120902   Creating a Q021 letter for customers claiming Fares Allowance (FAA)
  010-22012117   Emergency and disaster travel for ABSTUDY
  010-22030903   ABSTUDY annual board, tuition and scholarship details
  010-22033035   Aggregation of study load
  010-22051056   Processing Student Payment Circumstance Updates (Student Payment Reviews)
  010-23022248   Assessing a claim for an ABSTUDY secondary boarder
  010-23041945   National Business Gateway (NBG) Travel Service Officer expectations
  010-23042024   Coding ABSTUDY education details
  010-23050537   ABSTUDY Lawful Custody Allowance
  010-23061503   Completing an ABSTUDY form
  010-23061559   Processing an ABSTUDY claim
  010-23081431   Startup Year Courses
  -------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------

                                   

-   Services Australia ABN 90 794 605 008 
